1397951135281731539, -0.05467224, -0.1789856, 11.08049
1397951135289544039, -0.22129822, -0.15042114, 9.73558
1397951135297356539, -0.34269714, -0.13613892, 8.476364
1397951135305169039, -0.39030457, -0.08377075, 8.224045
1397951135312981539, -0.20225525, -0.14089966, 9.983139
1397951135320794039, -0.1403656, -0.13613892, 10.109299
1397951135328606539, -0.25224304, -0.090911865, 9.21666
1397951135336419039, -0.24034119, -0.09567261, 9.185715
1397951135344231539, -0.22843933, -0.10281372, 9.552292
1397951135352044039, -0.20939636, -0.13851929, 9.621323
1397951135359856539, -0.24272156, -0.13851929, 9.47612
1397951135367669039, -0.23320007, -0.12423706, 9.290451
1397951135375481539, -0.26652527, -0.10519409, 9.426132
1397951135383294039, -0.24510193, -0.14328003, 9.53801
1397951135391106539, -0.2308197, -0.1289978, 9.416611
1397951135398919039, -0.25700378, -0.08377075, 9.3832855
1397951135406731539, -0.24272156, -0.13851929, 9.497543
1397951135414544039, -0.24986267, -0.13613892, 9.471359
1397951135422356539, -0.2474823, -0.12661743, 9.418991
1397951135430169039, -0.2141571, -0.12661743, 9.371384
1397951135437981539, -0.23558044, -0.10757446, 9.442795
1397951135445794039, -0.24986267, -0.109954834, 9.442795
1397951135453606539, -0.24272156, -0.08139038, 9.47374
1397951135461419039, -0.19987488, -0.12423706, 9.454697
1397951135469231539, -0.22605896, -0.15518188, 9.461838
1397951135477044039, -0.20463562, -0.12423706, 9.47612
1397951135484856539, -0.20939636, -0.13137817, 9.433273
1397951135492669039, -0.24034119, -0.114715576, 9.495163
1397951135500481539, -0.25224304, -0.11947632, 9.4023285
1397951135508294039, -0.20939636, -0.09805298, 9.461838
1397951135516106539, -0.2474823, -0.10757446, 9.426132
1397951135523919039, -0.26176453, -0.14089966, 9.435654
1397951135531731539, -0.24272156, -0.07662964, 9.416611
1397951135539544039, -0.23796082, -0.12423706, 9.421371
1397951135547356539, -0.20701599, -0.114715576, 9.433273
1397951135555169039, -0.24510193, -0.12661743, 9.421371
1397951135562981539, -0.25224304, -0.07901001, 9.435654
1397951135570794039, -0.23320007, -0.09329224, 9.442795
1397951135578606539, -0.20463562, -0.069488525, 9.421371
1397951135586419039, -0.19273376, -0.090911865, 9.47612
1397951135594231539, -0.20463562, -0.114715576, 9.459457
1397951135602044039, -0.2474823, -0.11947632, 9.459457
1397951135609856539, -0.22605896, -0.112335205, 9.442795
1397951135617669039, -0.24510193, -0.114715576, 9.447556
1397951135625481539, -0.27604675, -0.13851929, 9.511826
1397951135633294039, -0.27366638, -0.15756226, 9.440414
1397951135641106539, -0.22129822, -0.1789856, 9.416611
1397951135648919039, -0.27604675, -0.15756226, 9.397568
1397951135656731539, -0.28318787, -0.15280151, 9.4785
1397951135664544039, -0.2546234, -0.10519409, 9.464218
1397951135672356539, -0.2546234, -0.07424927, 9.4023285
1397951135680169039, -0.2141571, -0.10043335, 9.390427
1397951135687981539, -0.20939636, -0.10757446, 9.404709
1397951135695794039, -0.19273376, -0.10281372, 9.433273
1397951135703606539, -0.22367859, -0.14328003, 9.428513
1397951135711419039, -0.22843933, -0.13851929, 9.521347
1397951135719231539, -0.21891785, -0.1289978, 9.516586
1397951135727044039, -0.27366638, -0.088531494, 9.445175
1397951135734856539, -0.27604675, -0.14804077, 9.471359
1397951135742669039, -0.2546234, -0.114715576, 9.492783
1397951135750481539, -0.26652527, -0.09805298, 9.433273
1397951135758294039, -0.30699158, -0.11709595, 9.495163
1397951135766106539, -0.26652527, -0.12423706, 9.490402
1397951135773919039, -0.24510193, -0.114715576, 9.395187
1397951135781731539, -0.22843933, -0.109954834, 9.392807
1397951135789544039, -0.19987488, -0.09567261, 9.430893
1397951135797356539, -0.1736908, -0.114715576, 9.47374
1397951135805169039, -0.25700378, -0.114715576, 9.4023285
1397951135812981539, -0.2474823, -0.13137817, 9.449936
1397951135820794039, -0.21177673, -0.1289978, 9.659409
1397951135828606539, -0.22843933, -0.11709595, 9.502304
1397951135836419039, -0.25224304, -0.13613892, 9.454697
1397951135844231539, -0.2546234, -0.07424927, 9.488022
1397951135852044039, -0.26890564, -0.19326782, 9.552292
1397951135859856539, -0.24986267, -0.15280151, 9.288071
1397951135867669039, -0.22605896, -0.13137817, 9.3190155
1397951135875481539, -0.24986267, -0.090911865, 9.40947
1397951135883294039, -0.22367859, -0.043304443, 9.354721
1397951135891106539, -0.21891785, -0.03378296, 9.435654
1397951135898919039, -0.22367859, -0.09805298, 9.34758
1397951135906731539, -0.24272156, -0.10043335, 9.395187
1397951135914544039, -0.23558044, -0.17660522, 9.452316
1397951135922356539, -0.23558044, -0.15994263, 9.457077
1397951135930169039, -0.25224304, -0.1789856, 9.459457
1397951135937981539, -0.24272156, -0.17184448, 9.47612
1397951135945794039, -0.22605896, -0.18136597, 9.518967
1397951135953606539, -0.22367859, -0.109954834, 9.4023285
1397951135961419039, -0.23558044, -0.08377075, 9.371384
1397951135969231539, -0.24034119, -0.05996704, 9.392807
1397951135977044039, -0.2141571, -0.08139038, 9.3832855
1397951135984856539, -0.23558044, -0.07901001, 9.407089
1397951135992669039, -0.271286, -0.09805298, 9.459457
1397951136000481539, -0.20225525, -0.12423706, 9.392807
1397951136008294039, -0.22605896, -0.15756226, 9.488022
1397951136016106539, -0.2641449, -0.16708374, 9.442795
1397951136023919039, -0.24986267, -0.17184448, 9.4856415
1397951136031731539, -0.23796082, -0.18612671, 9.449936
1397951136039544039, -0.24986267, -0.10519409, 9.445175
1397951136047356539, -0.24034119, -0.07424927, 9.430893
1397951136055169039, -0.23558044, -0.0718689, 9.41423
1397951136062981539, -0.22605896, -0.07662964, 9.41185
1397951136070794039, -0.2641449, -0.10043335, 9.41423
1397951136078606539, -0.23796082, -0.112335205, 9.447556
1397951136086419039, -0.18797302, -0.1789856, 9.468979
1397951136094231539, -0.21891785, -0.14328003, 9.442795
1397951136102044039, -0.22843933, -0.13613892, 9.4856415
1397951136109856539, -0.22367859, -0.11709595, 9.428513
1397951136117669039, -0.24034119, -0.13375854, 9.47374
1397951136125481539, -0.27366638, -0.12661743, 9.435654
1397951136133294039, -0.26176453, -0.08615112, 9.4856415
1397951136141106539, -0.20939636, -0.10757446, 9.459457
1397951136148919039, -0.22129822, -0.050445557, 9.316635
1397951136156731539, -0.2546234, -0.08139038, 9.407089
1397951136164544039, -0.26176453, -0.13375854, 9.483261
1397951136172356539, -0.2308197, -0.14089966, 9.530869
1397951136180169039, -0.24034119, -0.1289978, 9.509445
1397951136187981539, -0.22843933, -0.13851929, 9.4856415
1397951136195794039, -0.23796082, -0.16946411, 9.454697
1397951136203606539, -0.24510193, -0.09567261, 9.404709
1397951136211419039, -0.22605896, -0.109954834, 9.438034
1397951136219231539, -0.2308197, -0.067108154, 9.480881
1397951136227044039, -0.22843933, -0.10757446, 9.4785
1397951136234856539, -0.23558044, -0.088531494, 9.421371
1397951136242669039, -0.24272156, -0.09567261, 9.395187
1397951136250481539, -0.25224304, -0.069488525, 9.399948
1397951136258294039, -0.2474823, -0.13137817, 9.438034
1397951136266106539, -0.23558044, -0.10043335, 9.523727
1397951136273919039, -0.19987488, -0.15756226, 9.545151
1397951136281731539, -0.23558044, -0.15280151, 9.416611
1397951136289544039, -0.23320007, -0.14089966, 9.364243
1397951136297356539, -0.22129822, -0.13375854, 9.435654
1397951136305169039, -0.22843933, -0.08139038, 9.433273
1397951136312981539, -0.25224304, -0.08377075, 9.447556
1397951136320794039, -0.2641449, -0.07901001, 9.399948
1397951136328606539, -0.22605896, -0.10043335, 9.373764
1397951136336419039, -0.20463562, -0.10519409, 9.4665985
1397951136344231539, -0.2546234, -0.114715576, 9.449936
1397951136352044039, -0.21653748, -0.14328003, 9.5499115
1397951136359856539, -0.2308197, -0.17184448, 9.557053
1397951136367669039, -0.23558044, -0.17184448, 9.497543
