timestamp, gforce
156250,-0.36124965376
164062,-0.360038360967
171875,-0.359497073134
179687,-0.359339987221
187500,-0.358319377796
195312,-0.357064764531
203125,-0.356178580513
210937,-0.35510094768
218750,-0.3534440563
226562,-0.352809291342
234375,-0.351521626192
242187,-0.349270128677
250000,-0.347116376621
257812,-0.345629322807
265625,-0.345005852973
273437,-0.34510115195
281250,-0.345237202962
289062,-0.34660548063
296875,-0.347373050493
304687,-0.347694338638
312500,-0.348015489843
320312,-0.347969352426
328125,-0.347962229571
335937,-0.348291268267
343750,-0.348940794239
351562,-0.348748541212
359375,-0.349009658485
367187,-0.350108133679
375000,-0.351197591568
382812,-0.351563920572
390625,-0.351694756376
398437,-0.351102979996
406250,-0.350126327819
414062,-0.34973410763
421875,-0.34877187265
429687,-0.351313679689
437500,-0.352436349854
445312,-0.354105616745
453125,-0.352842210044
460937,-0.350004978619
468750,-0.347753340515
476562,-0.346248022146
484375,-0.344372858961
492187,-0.342910649817
500000,-0.341465187582
507812,-0.340401093708
515625,-0.339383474481
523437,-0.340146390814
531250,-0.34165276286
539062,-0.343133939979
546875,-0.34546351186
554687,-0.349271564
562500,-0.351205657938
570312,-0.352310128943
578125,-0.35182871643
585937,-0.350833398322
593750,-0.349092150376
601562,-0.347170173454
609375,-0.345335840917
617187,-0.344529806545
625000,-0.344192220287
632812,-0.345058039584
640625,-0.346277318692
648437,-0.347811472166
656250,-0.348782892816
664062,-0.349332830483
671875,-0.348737574846
679687,-0.347333562402
687500,-0.345479424011
695312,-0.344323518243
703125,-0.342920686483
710937,-0.343432610936
718750,-0.344098524963
726562,-0.344461599119
734375,-0.343949615155
742187,-0.344305892804
750000,-0.344663759771
757812,-0.345266075729
765625,-0.346070644858
773437,-0.3474912166
781250,-0.349775865309
789062,-0.351697534119
796875,-0.352931634109
804687,-0.354021671182
812500,-0.353643664827
820312,-0.353021370151
828125,-0.352352180181
835937,-0.3515562787
843750,-0.351176767004
851562,-0.351977427193
