0, -0.45075623721476354
7812, -0.6915567829193279
15625, -0.7882312559262274
23437, -1.040330685030991
31250, -1.1371461797965168
39062, -0.9674173573357052
46875, -0.6519794514329575
54687, -0.41054212260133127
62500, -0.1828661844469277
70312, -0.18548440904919694
78125, -0.12623204970309487
85937, -0.13311649396085556
93750, -0.15322149646535266
101562, -0.2336522493539448
109375, -0.2562090823927736
117187, -0.36403388472330356
125000, -0.3583845631580207
132812, -0.499658905419782
140625, -0.5657948282463252
148437, -0.611418212181114
156250, -0.5548810139323628
164062, -0.5150888790834234
171875, -0.41637101093391493
179687, -0.39348136688479585
187500, -0.2507384884371575
195312, -0.16920782809366308
203125, -0.16619975807960685
210937, -0.2312750461253632
218750, -0.3464834950167255
226562, -0.39574416907535337
234375, -0.4031472850978215
242187, -0.4619406080601607
250000, -0.437453592585646
257812, -0.34812563474161173
265625, -0.4464378719049744
273437, -0.4321495167672502
281250, -0.4116835657308364
289062, -0.40203702759807136
296875, -0.32655054627477753
304687, -0.33560210220940334
312500, -0.35400020762235407
320312, -0.39163531105476856
328125, -0.38736079124299394
335937, -0.3303850795555565
343750, -0.27812022571308326
351562, -0.21916236388557664
359375, -0.3287753891031695
367187, -0.3604435639147212
375000, -0.3938175199541192
382812, -0.44888645768918245
390625, -0.43401654803616196
398437, -0.43569498071320645
406250, -0.5757574918036603
414062, -0.5590654450863113
421875, -0.49480701785381775
429687, -0.5330795144192528
437500, -0.41683594099767163
445312, -0.4378154014952056
453125, -0.3069663490355268
460937, -0.24075511794057114
468750, -0.21213949694741707
476562, -0.22046237660250156
484375, -0.2339372350990221
492187, -0.2484679121202813
500000, -0.2776139308075276
507812, -0.2138841227391115
515625, -0.3242177660981369
523437, -0.5017158949261162
531250, -0.5897071517828874
539062, -0.5984277416858319
546875, -0.5119279608102474
554687, -0.47977090921262366
562500, -0.4298354288620416
570312, -0.33811026624954543
578125, -0.25949288568092044
585937, -0.24468770112361682
593750, -0.23534303753257824
601562, -0.351560677642464
609375, -0.39613853835013657
617187, -0.40606596851685595
625000, -0.4233942556336032
632812, -0.5131883977100422
640625, -0.5337526922520386
648437, -0.4653730087630574
656250, -0.4381162038255475
664062, -0.4701521326645981
671875, -0.3750915975042428
679687, -0.39424536664609633
687500, -0.24819459443076575
695312, -0.2551253843577239
703125, -0.2554235083974383
710937, -0.23866526298072088
718750, -0.2838546502792578
726562, -0.36023248169115263
734375, -0.4053689134832439
742187, -0.5024962189489681
750000, -0.4439842294743652
757812, -0.3499091535333019
765625, -0.37438458213368975
773437, -0.31249134322485617
781250, -0.39453903583594396
789062, -0.412875640839383
796875, -0.41593607827694257
804687, -0.4168506256139004
812500, -0.4646724503777797
820312, -0.41009167391532664
828125, -0.39726378354420966
835937, -0.3333823006468535
843750, -0.24902144932891623
851562, -0.3311299863377677
859375, -0.3278195500246692
867187, -0.35201188248848503
875000, -0.3256163940310852
882812, -0.37602622679790265
890625, -0.3403289633479645
898437, -0.38038084194812427
906250, -0.3402109501411932
914062, -0.36836079494718454
921875, -0.4184485089511458
929687, -0.3844240794145968
937500, -0.3574348698602634
945312, -0.3698498299283077
953125, -0.40336799857134586
960937, -0.40571319756211466
968750, -0.3760810145889426
976562, -0.4221001354544036
984375, -0.3385927691056736
992187, -0.41903073625708664
1000000, -0.3573685305939396
1007812, -0.41751897271647564
1015625, -0.33431236780777773
1023437, -0.5542410697887767
1031250, -0.33263098780494893
1039062, -0.2879287877069192
1046875, -0.37767036492203765
1054687, -0.38520700832698473
1062500, -0.3823198347357053
1070312, -0.4149474433721867
1078125, -0.39027840684241966
1085937, -0.3602332595320874
1093750, -0.4260592712842648
1101562, -0.3593945996448955
1109375, -0.3866667756742519
1117187, -0.3587660264555925
1125000, -0.3941560967859363
1132812, -0.405498816338568
1140625, -0.34256852425134987
1148437, -0.3876066141719505
1156250, -0.38379644457502593
1164062, -0.3978952031811769
1171875, -0.3794742303393299
1179687, -0.3727205251704575
1187500, -0.3832479307357435
1195312, -0.3485442563475374
1203125, -0.2859083148849404
1210937, -0.379316531932842
1218750, -0.4322187701573732
1226562, -0.4288148954016311
1234375, -0.4873947402805694
1242187, -0.3577243588353678
1250000, -0.36288709304894695
1257812, -0.3535458222511938
1265625, -0.31689212326748617
1273437, -0.342411496752586
1281250, -0.38142765327977557
1289062, -0.46829333415269403
1296875, -0.5059401499391392
1304687, -0.49167305158554875
1312500, -0.44378258501580525
1320312, -0.38999282739008123
1328125, -0.38348742783757395
1335937, -0.3424459847618966
1343750, -0.4073999197557221
1351562, -0.37548975039337584
1359375, -0.34525772721747217
1367187, -0.31297859299157693
1375000, -0.35927229799947114
1382812, -0.4857500642544341
1390625, -0.3522966464067494
1398437, -0.40404934641344603
1406250, -0.3335595507441944
1414062, -0.35425448835301054
1421875, -0.42130284055095935
1429687, -0.3858568062156884
1437500, -0.4024333602501926
1445312, -0.3670448862831357
1453125, -0.43614437646566095
1460937, -0.42490467929570386
1468750, -0.38743459436319405
1476562, -0.34698503695291194
1484375, -0.35371031430243605
1492187, -0.3789979112311226
1500000, -0.32537484172505593
1507812, -0.2585482108116395
1515625, -0.36854357431405305
1523437, -0.34802802389349097
1531250, -0.46373918007656556
1539062, -0.43663865905983457
1546875, -0.2873748233925948
1554687, -0.2945334653764373
1562500, -0.4226588882960165
1570312, -0.6593294336704112
1578125, -0.8046447051284495
1585937, -0.6361824791952859
1593735, -0.536435904743259
1601547, -0.30489976281920406
1609360, -0.12655912332572683
1617172, 0.1897208443189431
1624985, 0.27839073995514596
1632797, 0.28904098665677047
1640610, -0.23191888314439701
1648422, -0.38911840111083507
