mean, variance, min, max, rms, label
-0.3587861910888706,0.014138237094145063,-0.9974459833427289,0.10450400147433747,0.3779758828420204,14
-0.35115769219035053,0.035743011817581376,-1.1368807851094118,1.3224922374934902,0.39881667041641367,14
-0.395331963965624,0.12167362528373678,-2.820636434024415,0.9055372009754041,0.5272200555903144,14
-0.3760223970034682,0.06297810188876571,-2.2998215116023824,0.3050102358020137,0.4520740480684548,14
-0.2936903948857674,0.49470063879611303,-1.480405202755156,7.565364010159163,0.7622038354956442,14
-0.3524925786358305,0.07809100500917925,-1.415080875059619,1.568771048848939,0.4498244357552359,14
-0.37611495200560496,0.056554935795542695,-2.236031739188605,0.5553496218238614,0.4449914526344536,14
-0.35945545780388555,0.012389724600013648,-1.1267408357036466,0.05400655384236153,0.3762950315178435,14
-0.3455984851404563,0.0765073108632297,-2.339112965598879,1.6092473888682512,0.44265745649950156,14
-0.3387286544963448,0.039050449868820024,-1.3752334141812153,0.7234770800012331,0.39215755921022855,14
-0.3342628389419211,0.08330629470395251,-2.1116563996615367,1.5664534457199437,0.44163100004581357,14
-0.37166004901905014,0.029039875746188513,-1.7811810824788719,0.4419282808869571,0.4088655864499129,14
-0.36987611823313205,0.03150647206963561,-1.8439243917676684,0.2646972546389943,0.4102618857618211,14
-0.33613783080243825,0.11155771503461832,-1.2944082061416484,2.886503354469024,0.4738632253416454,14
-0.3531940035876824,0.02233847640128068,-1.2934116206495876,0.46809482791030455,0.38351594565490554,14
-0.36316766768431397,0.05060319727924938,-2.389516682273853,0.8407918945078059,0.42719310871140426,14
-0.3397306211533821,0.043745909714961576,-1.3184442836294394,1.5513607094095967,0.39895213329950296,14
-0.3815983180546402,0.04808729073336196,-2.1076677121763483,0.3545626079338682,0.44011881018140125,14
-0.3579473443522772,0.03956515524139133,-2.159915644813842,0.8334366749159017,0.40950147322108504,14
-0.35100077761007403,0.043417589757833185,-1.5877290543452691,1.1076487149632115,0.40819007293258597,14
-0.38938379799237616,0.08899153987362167,-2.847652860142757,0.6325585517971337,0.49052143889190947,14
-0.3093327915532131,0.41774941115796876,-2.1223185649633516,5.598861722350769,0.7165446162578243,14
-0.3993075274043715,0.10191648877962053,-2.658917113614052,0.6720513568824309,0.5112367262055941,14
-0.35248198917102724,0.04651449198864758,-1.5779206301560738,1.4577768316289514,0.4132288042702392,14
-0.37365123560277447,0.06736458885577855,-2.549148897882559,0.760256804168348,0.4549503651204806,14
-0.37252273328217916,0.04608496970131348,-2.180312363581222,0.09542669703476392,0.42995134202993124,14
-0.3280999623469378,0.09700398029048697,-1.1467843294640812,2.8853391262118944,0.4523865223263718,14
-0.3424619056952327,0.1386000731990331,-3.0410068289027157,1.7629063567492604,0.5058460537074928,14
-0.3500266148790865,0.2857407331324385,-3.383622050036669,3.806809677768971,0.6389517698982848,14
-0.34607412738135757,0.12865598931392463,-2.761756120365975,2.05667876490571,0.49842079707481396,14
-0.3420570855482196,0.07326928852239678,-1.2883116558987737,1.6714029777042967,0.4362021759415451,14
-0.3719687184963512,0.053744655894031386,-2.0575299584814957,0.7513382414321121,0.43829828134941284,14
-0.3588710890503001,0.048231869508710425,-1.6105251784235985,0.746485573916738,0.4207378376909533,14
-0.3602182335172541,0.0786247049344908,-1.783343223988231,1.7741681134978773,0.4564886424575991,14
-0.32076665759930767,0.18186338000386992,-2.8173152324582054,2.645526297876538,0.5336240517736259,14
-0.36342456700319153,0.014742633052581224,-1.230883887567792,0.3735262025162065,0.38317104399215557,14
-0.3764730957940518,0.04466948231505517,-2.3911511727476746,0.42287084437279354,0.4317423701373451,14
-0.35206089793017087,0.028401077132620776,-1.555610835420369,0.6751681890774801,0.3903177589913362,14
-0.3631547167663529,0.019327108606133264,-1.2080560244708458,0.5802419631212352,0.3888553161727164,14
-0.3513366844504835,0.061945108681263704,-2.031571159845204,1.7087443019683786,0.4305607675136256,14
