timestamp, gforce
152343,-0.368397082248
160156,-0.367168162413
164062,-0.365523670161
167968,-0.363681222986
171875,-0.361652831677
179687,-0.360588465371
183593,-0.360045992632
187500,-0.359189410081
195312,-0.358654816024
199218,-0.358368755842
203125,-0.357707273619
207031,-0.356900463763
214843,-0.356865247195
218750,-0.356164842747
222656,-0.35523461044
230468,-0.355107405938
234375,-0.355481467675
238281,-0.355261807059
242187,-0.354409213518
250000,-0.353957534326
253906,-0.352475545167
257812,-0.351348454132
265625,-0.350275668596
269531,-0.350333546297
273437,-0.35053175528
277343,-0.350693352976
285156,-0.350985998865
289062,-0.351726444811
292968,-0.35248560279
296875,-0.353747131167
304687,-0.353981950485
308593,-0.354551464717
312500,-0.354547353162
320312,-0.354576049884
324218,-0.354498000944
328125,-0.355422331813
332031,-0.356295102864
339843,-0.356357270607
343750,-0.357278382925
347656,-0.35789014499
355468,-0.358318916227
359375,-0.359019016009
363281,-0.358715336847
367187,-0.358076319866
375000,-0.358231949642
378906,-0.357857279939
382812,-0.356436316488
390625,-0.35522556786
394531,-0.354466379192
398437,-0.353223750174
402343,-0.352465611403
410156,-0.352335871883
414062,-0.351853979927
417968,-0.35244498566
425781,-0.353985579427
429687,-0.354210366107
433593,-0.355256104777
437500,-0.355574626969
445312,-0.356163834916
449218,-0.356138348507
453125,-0.355786475352
460937,-0.355543732443
464843,-0.354664722965
468750,-0.353295275539
472656,-0.35273910276
480468,-0.352327398923
484375,-0.351849929289
488281,-0.350790360284
492187,-0.349444606471
500000,-0.348007937516
503906,-0.345914519937
507812,-0.34518909183
515625,-0.344788249139
519531,-0.344194984441
523437,-0.34442190731
527343,-0.344247477251
535156,-0.344687348093
539062,-0.344619775841
542968,-0.345143469953
550781,-0.345305286378
554687,-0.346614872545
558593,-0.346761750878
562500,-0.345891333757
570312,-0.344306185964
574218,-0.343535884299
578125,-0.342174452044
585937,-0.340719387825
589843,-0.33989917282
593750,-0.339171324977
597656,-0.33858144683
605468,-0.33783302081
609375,-0.337671803749
613281,-0.33870630723
621093,-0.339396779233
625000,-0.339664768616
628906,-0.340496349128
632812,-0.340215525457
640625,-0.341024515886
644531,-0.341543804381
648437,-0.341835369872
656250,-0.341500630959
660156,-0.344001894971
664062,-0.350625378541
667968,-0.356322936569
675781,-0.363024574908
679687,-0.366948719116
683593,-0.366713431175
691406,-0.364192581278
695312,-0.360257970776
699218,-0.356508464927
703125,-0.354498189442
710937,-0.353281109791
714843,-0.352615793438
718750,-0.352005957117
726562,-0.352643362452
730468,-0.351596494666
734375,-0.352381490382
738281,-0.353241439658
746093,-0.354665932102
750000,-0.356434607884
753906,-0.359318572665
757812,-0.361381275623
765625,-0.363676537208
769531,-0.365827603734
773437,-0.366887913348
781250,-0.36731545123
785156,-0.363970693527
789062,-0.360898330068
792968,-0.357269009349
800781,-0.354475044628
804687,-0.351969179765
808593,-0.349090668064
816406,-0.346655376712
820312,-0.344467829754
824218,-0.344256142785
828125,-0.344323014613
835937,-0.345879953566
839843,-0.347994431264
843750,-0.349303099605
851562,-0.351469754007
855468,-0.353817056398
859375,-0.355137589552
863281,-0.355982383966
871093,-0.355909515666
875000,-0.355195694445
878906,-0.354095844121
886718,-0.352905008951
890625,-0.351497465992
894531,-0.350057412406
898437,-0.348567086204
906250,-0.347302725498
910156,-0.34590660458
914062,-0.345690003537
921875,-0.346134515472
925781,-0.347980352829
929687,-0.349735568591
933593,-0.35079994042
941406,-0.351124517233
945312,-0.351927153045
949218,-0.352339069443
953125,-0.352987499502
960937,-0.352471301546
964843,-0.350907406682
968750,-0.349293502716
976562,-0.347269262394
980468,-0.345524360903
984375,-0.344281559955
988281,-0.343211890409
996093,-0.343490791516
1000000,-0.34492003279
1003906,-0.346213026892
1011718,-0.34639045702
1015625,-0.346834499772
1019531,-0.347429930931
1023437,-0.348679421933
1031250,-0.350049288975
1035156,-0.350806588104
1039062,-0.350433790536
1046875,-0.350945893854
1050781,-0.350867527876
1054687,-0.34988059703
1062500,-0.348719355711
1066406,-0.347865267011
1070312,-0.346727778089
1074218,-0.346881014487
1082031,-0.347619367947
1085937,-0.34883981728
1089843,-0.350241030577
1093750,-0.351059116139
1101562,-0.352062389097
1105468,-0.353095825656
1109375,-0.354390479363
1121093,-0.355244549201
1125000,-0.356152205822
1128906,-0.356134226081
1136718,-0.355572000631
1140625,-0.354450605598
1144531,-0.352473654711
1156250,-0.351150601689
1160156,-0.350112189026
1164062,-0.348950429052
1171875,-0.349474086247
1175781,-0.350107076309
1179687,-0.3511638772
1183593,-0.351578391112
1191406,-0.351819060814
1195312,-0.352721592715
1199218,-0.35387803362
1207031,-0.355870681698
1210937,-0.357042801701
1214843,-0.358273050782
1226562,-0.359387689761
1230468,-0.359081233316
1234375,-0.359331807313
1242187,-0.358621201447
1246093,-0.358865909511
1250000,-0.359041176977
1253906,-0.35886592308
1257812,-0.359094668019
1261718,-0.359834418925
1269531,-0.359961137047
1277343,-0.359550166392
1281250,-0.35872237477
1285156,-0.356623319916
1289062,-0.354564479802
1292968,-0.352299575353
1296875,-0.350549477409
1304687,-0.349444057102
1312500,-0.349050838894
1316406,-0.348946341859
1320312,-0.348750812468
1324218,-0.348953201285
1332031,-0.349520300835
1335937,-0.350291523143
1339843,-0.350592739289
1343750,-0.350887976101
1351562,-0.350287232581
1355468,-0.349275629621
1359375,-0.34922624723
