timestamp, gforce
156250,-0.369533356
164062,-0.369299524743
171875,-0.369364745124
179687,-0.369822177865
187500,-0.369863080424
195312,-0.369941910251
203125,-0.37064880047
210937,-0.371497001257
218750,-0.371930395034
226562,-0.372101084828
234375,-0.372744939045
242187,-0.37263086949
250000,-0.372868768056
257812,-0.372513794627
265625,-0.3731032117
273437,-0.374646037125
281250,-0.375684958244
289062,-0.377210811889
296875,-0.379139134007
304687,-0.379592518868
312500,-0.379629821559
320312,-0.379147668912
328125,-0.378976251362
335937,-0.379434444396
343750,-0.38053193911
351562,-0.381623056753
359375,-0.382632834247
367187,-0.383017596369
375000,-0.382540474782
382812,-0.382370860272
390625,-0.382084973892
398437,-0.381655516893
406250,-0.381600680405
414062,-0.380247901609
421875,-0.379439632212
429687,-0.380340548199
437500,-0.380476139956
445312,-0.38093213515
453125,-0.381255556768
460937,-0.381563634278
468750,-0.381661198267
476562,-0.382640939932
484375,-0.382360645257
492187,-0.381860417195
500000,-0.381563519374
507812,-0.381656538748
515625,-0.382470233489
523437,-0.383936795312
531250,-0.384388540036
539062,-0.38511522568
546875,-0.385041031715
554687,-0.384987885404
562500,-0.383247705177
570312,-0.380266398435
578125,-0.377863578027
585937,-0.374097455344
593750,-0.36570466951
601562,-0.36475207271
609375,-0.361183023834
617187,-0.362334616664
625000,-0.361657589083
632812,-0.364074550193
640625,-0.366571929413
648437,-0.36800343354
656250,-0.369574823767
664062,-0.369227461287
671875,-0.369928853838
679687,-0.372548877534
687500,-0.374504942365
695312,-0.37545975887
703125,-0.376069182443
710937,-0.375936862146
718750,-0.377127989586
726562,-0.37903350293
734375,-0.379546930998
742187,-0.380073196684
750000,-0.380437136951
757812,-0.380534796306
765625,-0.379641413387
773437,-0.379331425808
781250,-0.378373654437
789062,-0.377309996097
796875,-0.375638672424
804687,-0.375725692959
812500,-0.375489275736
820312,-0.374618536672
828125,-0.373751285763
835937,-0.374472699812
843750,-0.375985195262
851562,-0.377564923349
859375,-0.378979784126
867187,-0.380674549661
875000,-0.3820255697
882812,-0.383126700414
890625,-0.38322182338
898437,-0.382731543454
906250,-0.382319531537
914062,-0.383744170974
921875,-0.385418010342
929687,-0.387655144837
937500,-0.388974419319
945312,-0.389746004663
953125,-0.389667335856
960937,-0.389396832179
968750,-0.389141149272
976562,-0.388872973407
984375,-0.388807491244
992187,-0.388589027375
1000000,-0.387624835813
1007812,-0.386047085557
1015625,-0.384931080585
1023437,-0.383896419905
1031250,-0.383545028032
1039062,-0.383772744165
1046875,-0.383485730451
