@relation signals
@attribute mean NUMERIC
@attribute skewness NUMERIC
@attribute kurtosis NUMERIC
@attribute variance NUMERIC
@attribute min NUMERIC
@attribute max NUMERIC
@attribute rms NUMERIC
@attribute fft1 NUMERIC
@attribute fft2 NUMERIC
@attribute fft3 NUMERIC
@attribute fft4 NUMERIC
@attribute fft5 NUMERIC
@attribute fft6 NUMERIC
@attribute fft7 NUMERIC
@attribute fft8 NUMERIC
@attribute fft9 NUMERIC
@attribute fft10 NUMERIC
@attribute fft11 NUMERIC
@attribute fft12 NUMERIC
@attribute fft13 NUMERIC
@attribute fft14 NUMERIC
@attribute fft15 NUMERIC
@attribute fft16 NUMERIC
@attribute fft17 NUMERIC
@attribute fft18 NUMERIC
@attribute fft19 NUMERIC
@attribute fft20 NUMERIC
@attribute fft21 NUMERIC
@attribute fft22 NUMERIC
@attribute fft23 NUMERIC
@attribute fft24 NUMERIC
@attribute fft25 NUMERIC
@attribute fft26 NUMERIC
@attribute fft27 NUMERIC
@attribute fft28 NUMERIC
@attribute fft29 NUMERIC
@attribute fft30 NUMERIC
@attribute class {1,2}

@data
-0.4668644523531245,-0.21275089101996292,5.418902434295874,0.00249416602850699,-0.6807517511753876,4.9E-324,0.4695280427189518,0.00101926814698124,0.0010490451254434,0.00114422956806262,0.00132407825739453,0.00162611546590579,0.00211051531858395,0.00284080140512421,0.00375913614450197,0.00442437323540059,0.00426473615511452,0.00349626692285445,0.00271287391266551,0.00214652255289481,0.00178586015415535,0.00157571154326511,0.00147510510585041,0.00146233877955439,0.00153120132765581,0.00168791107516461,0.00194851678799142,0.00233209295450981,0.00283918828126422,0.00340511909388741,0.00386171621899411,0.0040219981256758,0.00386899307657177,0.00356321554406196,0.00327047771279825,0.00307677458779879,0.00301043265842095,1
-0.45453902390035866,1.4555537553391842,9.63940748474019,0.0023122576911677804,-0.5723505004955385,4.9E-324,0.4570754663504251,0.00255417577953476,0.00252327178298723,0.00243879108971261,0.00232122387723232,0.00219438607352381,0.00207827428625119,0.00198659169146919,0.00192774727588098,0.00190711301428464,0.00192917117202622,0.00199908967578966,0.00212361142637833,0.00231095391056408,0.00256870259993136,0.00289741628557871,0.00327674603570268,0.00364502122209302,0.00389153044520609,0.00390126396945873,0.00364610949976962,0.00321614800593746,0.00274201619618613,0.00231354534591691,0.00196538643448867,0.00169886744235817,0.00150280785719635,0.00136430584346075,0.00127272406294746,0.00122063189861368,0.0012037337452494,1
-0.463902402449189,-0.46950460548819806,15.721046335047976,0.004470675774297297,-0.8818572663470068,4.9E-324,0.4686961860015789,0.0013330323686904,0.00136386237933719,0.00146063339182005,0.00163680359968446,0.00191640827139981,0.00233388584172446,0.00292423446306013,0.00368415805836236,0.00448986192301298,0.00505789894725928,0.00514867680219344,0.0048372657272185,0.00439492798964518,0.00402648560705995,0.00381852746984389,0.0038006381228809,0.00399665102284206,0.00445054952367516,0.00523532108925597,0.00642868745476626,0.00798112203340496,0.00940108751156736,0.00972623238448202,0.00863979744845384,0.00698805402686185,0.00555456588769545,0.00454973300876974,0.00392100368357817,0.00358153901920542,0.00347460789538416,1
-0.4678987017813379,0.34730277904516343,10.49246700975063,0.00253556941540078,-0.7249903059746146,4.9E-324,0.47060042981712424,0.000794445336465109,0.000817613581542859,0.000892042278112053,0.00103450571574856,0.00128077486661361,0.00170167366543695,0.00243285688022617,0.00369674654435441,0.00559898638226973,0.00718079616691599,0.00676651345604238,0.00519873248322341,0.00389581659030408,0.00309202048198014,0.00264909207931653,0.00244502377175695,0.00241041583396243,0.00250496298297707,0.00268690115430536,0.00287625094360621,0.00293854092721086,0.00276111360614622,0.00237998877056821,0.00194457503490288,0.0015697598227222,0.00129057044924169,0.00109897696773479,0.000976991810295568,0.000909717017494229,0.000888257628295955,1
-0.4713998625442194,0.37051450690448146,10.926007852856186,0.004197535374773118,-0.7928962566225088,4.9E-324,0.475831236660102,0.000410785313798912,0.000458255667511523,0.000642891937729401,0.00116592078799974,0.00269180352522247,0.00509376197933131,0.00438648835603637,0.00359096419792707,0.00432359957255865,0.00891617230508549,0.0293334894809205,0.0127764655441678,0.00461033824346951,0.00295124489772712,0.00287562180395987,0.00409154603957635,0.0080574965281059,0.0104219275207776,0.00512301981925043,0.00277180875134884,0.00203646356315264,0.00190087698797247,0.00204864654333631,0.00220571068845657,0.00205612797073929,0.00168205627147502,0.00136163327404196,0.00117172273432338,0.00108170276428137,0.00105618894562944,1
-0.47496750900599005,-0.089395425510946,3.005642177947961,0.002743900351807259,-0.6292605198310817,4.9E-324,0.47784729251421126,0.00286469461421578,0.0019707020161694,0.00125128950424448,0.00113113647687611,0.00154138789849353,0.00312451326803242,0.0053010376163766,0.00354424293554442,0.00270041119281295,0.00362718094542147,0.01011470502527,0.0118926957686142,0.00336226582887635,0.0019215549646536,0.00199300441014094,0.0036520079451942,0.00655063724900808,0.00248523594105149,0.00107378848525572,0.000738691636921196,0.000740415471637617,0.00104964514636704,0.00207372484204166,0.00394730038229077,0.00290735457146742,0.00162461109700588,0.00112706085453759,0.00093756704487514,0.000867222294736889,0.000849529727824629,1
-0.47073321196727086,0.9175507664844194,8.078032811756554,0.003647076628178862,-0.6323392270394113,4.9E-324,0.47459122777101803,0.00194759419663365,0.00193422645949674,0.00191465592644453,0.00193785035315897,0.00206518356604046,0.00237954645504078,0.00302695480535531,0.00428325346493403,0.00645054259132451,0.00852253076194956,0.00768581681010601,0.00539123101246539,0.00384764698504248,0.00310110326569016,0.00288319523953046,0.00310695799797135,0.00389595639222003,0.00561749010401625,0.00830566084997503,0.00885152152028055,0.00595152283433679,0.0036266842988529,0.00245473397601122,0.00190189478097695,0.0016689996455661,0.00163206469035095,0.00174265886547379,0.00196673535133955,0.00222045875646662,0.00233965401252379,1
-0.4695678993541766,-2.0367177313148326,24.609072690435692,0.0048626007541126715,-0.9990691960401534,4.9E-324,0.47471740315476857,0.00263143082398129,0.00270232724460867,0.002927809700929,0.00334976076912014,0.0040496199022774,0.00516168104158966,0.00685878761573887,0.00918522843378237,0.0115282293540996,0.0123779737136182,0.0111220025546744,0.00901474057045022,0.00717975024019446,0.00588442005209963,0.00504133327698866,0.00451941577065865,0.00421622746991736,0.00405605611228797,0.00397597756380442,0.00391624551291347,0.00382156831146637,0.00365466560794865,0.00341157277653349,0.00312113004490228,0.0028260055274326,0.00256215414641658,0.00235042214821105,0.00219890588776648,0.00210875343473364,0.00207890948857537,1
-0.4744008880848185,0.33349927468186497,5.027824628665696,0.0035294001262569097,-0.6524549480257296,4.9E-324,0.47810626720627863,0.00127287961175998,0.00149620600537564,0.0025160149350077,0.00641612588363238,0.0105419759355358,0.00439870546581612,0.00234433653845192,0.00189588853957949,0.00221818981943545,0.00388361862415253,0.0102992459501926,0.0104229615860756,0.00370442964095142,0.00191545039319795,0.00139589656785982,0.00130388736226774,0.00147435019067837,0.00192390469285445,0.00272513676198759,0.00386312224569923,0.00508208808928687,0.00587484258412735,0.00561218822447429,0.00441155357252505,0.00321067118211765,0.00244517494698279,0.00205038705462923,0.0018871794301759,0.00184579738435403,0.00184363441062092,1
-0.4730214329006762,-0.49271764490248976,9.231564953668249,0.006093278854362211,-0.899765930389421,4.9E-324,0.479418976301284,0.00273974470263612,0.00269127476988611,0.00252315613765697,0.00235371582395883,0.00249350774559834,0.00346725957985584,0.00698375145534885,0.014399128806885,0.0111247414945017,0.00866910389443836,0.0131284995590182,0.0293641935629574,0.0103620506822966,0.00416953274498706,0.00326310634730313,0.00472232429229271,0.0126426099177356,0.0110398416861118,0.00420766903003627,0.00309852495786551,0.00431985895916648,0.0093868272927731,0.00601069321139853,0.00249224830364548,0.00177238458240346,0.00207150769204361,0.00363611064641739,0.00548705854088388,0.00393911342652638,0.00315615033346546,1
