@relation signals
@attribute mean NUMERIC
@attribute skewness NUMERIC
@attribute kurtosis NUMERIC
@attribute variance NUMERIC
@attribute min NUMERIC
@attribute max NUMERIC
@attribute rms NUMERIC
@attribute class {1,2}

@data
-0.36927380412102373,1.6087686591768393,31.067242648966367,0.06911234660290302,-2.179644844194594,1.7432662813940496,0.4532940425517584,1
-0.3647900926967229,0.04703382334899249,26.687106408673213,0.087542647940048,-2.618460889067606,1.3574006849807443,0.46969613546391,1
-0.3822481791995517,-6.231822843305651,75.23118093152038,0.06317513879281214,-3.1802196505353955,0.6583801262315543,0.457480938722243,1
-0.3684923690152249,-1.8602664825591229,35.7089410162586,0.08275017108317193,-2.778293760919424,1.2407568773148192,0.4674791943024038,1
-0.3767654392072448,0.09204684053454341,9.858426150787889,0.006294074131803939,-0.7413561919051954,4.9E-324,0.38502762279196534,1
-0.36044700554070347,8.96782470666058,126.89092056048175,0.1771310048499617,-2.237069450578235,5.19059025142143,0.5541236763153344,1
-0.3656497162534015,4.000877685516983,69.1788018176787,0.13421837621831006,-2.579985217719944,3.6948048643143494,0.5176080478648907,1
-0.3601720403122714,2.7605634962378973,29.914532723165294,0.041563983457177676,-1.3828104682982367,1.206514402417742,0.4138694022030164,1
-0.37847212241308076,-2.128340257178103,34.783774572674474,0.03285059756448867,-1.8251079510925328,0.7381202769918076,0.4196328693135831,1
-0.3547368497168182,0.3857337722562495,18.545774770253704,0.08207057187446438,-2.0109728008205368,1.05993205813885,0.45597017931162637,1
-0.3753713874891223,-2.643529392002229,65.96347401681513,0.07476883772724266,-3.285408504669223,1.6640265430110937,0.4644055515094016,1
-0.36899533420830344,1.6887708121347154,41.68745756692524,0.050071814028587236,-1.7876136516574253,1.6438288912756054,0.4315430114091581,1
-0.3681275166848163,-5.256319017234687,90.48843138329258,0.30917397663577273,-7.234721913153493,3.3892811138397843,0.6668521914009897,1
-0.36587843620521315,1.9354609828521279,43.19348799656715,0.03802803240364244,-1.8172932060250693,1.2837252925414226,0.41460229435401647,1
-0.3772387401623491,-8.327258210276533,146.70291433235568,0.07772737462120707,-4.778674014620586,1.3151621770809498,0.46908042135702427,1
-0.3773267183393713,-2.7087588461497307,36.84616186751534,0.010544673356001026,-1.2599912718755988,0.23099121342824347,0.39105002970049807,1
-0.377744044579252,-8.250773865022115,146.99399687427723,0.04566123830186109,-3.4272148394629784,1.2718892073151657,0.4339951630110097,1
-0.39166769631002174,-4.348487443788052,33.89810547446444,0.015668421849674565,-1.5132029197959138,4.9E-324,0.4111836647806842,1
-0.3689582083509772,6.071211038651963,98.16192067975531,0.023382852979715107,-1.2885231171491967,1.5176810948801922,0.3993908017083994,1
-0.37885124142840887,3.4765627481859793,84.93761698915196,0.012425473179764668,-1.3097208785740762,0.976310279709665,0.3949097824967255,1
-0.37104385058897277,0.041115068776112644,59.03908813177748,0.030257413591179918,-2.0307944179514443,1.2261044832423167,0.4097937928410724,1
-0.3793964254770894,-0.9689219881490507,10.94257518514541,0.003735703661340058,-0.7497302858467751,4.9E-324,0.3842881097902102,1
-0.3756358806142356,-0.8818208889762249,13.443325156687377,0.005707248309758109,-0.8336875226045688,0.03395603814249526,0.38315736077307755,1
-0.36635180908310955,1.2261534394997122,9.600719103139838,0.003701252591630009,-0.5789198377837952,4.9E-324,0.37136895482807536,1
-0.37134852665781526,-0.022941408594382484,19.68582174494615,0.005120104784787099,-0.852772037499923,0.15393483773124572,0.37817963064622767,1
-0.3725739452360195,0.3277245283616433,11.268031222963472,0.0049670557289924625,-0.7106985079097754,0.018292987571031816,0.3791812236882581,1
-0.3723346553873255,3.2155102108932887,40.60553476780255,0.006773863433087374,-0.728200304046867,0.4758862237097734,0.38132264427317447,1
-0.3699771511864481,1.0320829793640178,35.68118371480823,0.031010068212030804,-1.544819058710047,1.112945432054806,0.40974767920278765,1
-0.3720281673204274,0.8918185312636682,33.9737923827586,0.010543806066524464,-1.0246207061629828,0.5725056938135005,0.3859388077743937,1
-0.3617281302570401,5.517353583551762,68.60989538851247,0.029903405503959955,-1.3884255458645072,1.6212771774472934,0.40093720920265563,1
-0.3757557500502142,-2.491801298891744,37.37768546402804,0.00895072652703693,-1.2908628677561378,0.17428587643146543,0.3874830450778925,1
-0.36849100350244784,2.6349522851760927,49.95604243974265,0.008476663604615159,-0.9972256345700838,0.568995919529538,0.37981875054669995,1
-0.36744494144356726,3.7932497908664957,54.133206804765976,0.005109078004935419,-0.7237453798713691,0.4259536092312608,0.37433255668910526,1
-0.36598930475217406,-1.843987114455541,22.76303763016739,0.012655522846183967,-1.1149999238513875,0.2730967201582466,0.3828886183202151,1
-0.36943122001294915,-1.8711679898845046,38.77804457366105,0.034098124812403575,-1.8338131373275353,0.977173226206725,0.41301035233110034,1
-0.369300396778305,-5.289324404011412,57.20028697002974,0.009254625005472413,-1.459023337518353,4.9E-324,0.38162469530428184,1
-0.36854044126383523,-3.170614613177459,48.36000152252666,0.02376261444920505,-2.0028799456125084,0.43734602640767584,0.39948050177217365,1
-0.36542837449017185,1.2117116557491858,27.701726049967746,0.010548447843257648,-1.0497234781373361,0.45795107809913205,0.379587071336455,1
-0.3726290740280911,5.289191229257207,96.61095204927041,0.04349005197547417,-1.6636475926829526,2.3434116567193914,0.4270157828306898,1
-0.3631914237811716,3.813861391041475,94.28145183365463,0.01761358327222716,-1.5991041141909612,1.2992250710008442,0.38668022134629787,1
-0.3751841162764622,-1.3348359014817357,26.854074516427925,0.026875155266808184,-1.5903511875989924,0.6367378410828142,0.40943653521999995,1
-0.3782938509035439,-3.140848226322323,57.60067308727272,0.03388385264876083,-2.380748485948704,0.9934753341581946,0.4207019019212933,1
-0.37543156795855026,-0.35877580951177296,6.668007530758813,0.0027090360050658676,-0.6418135521811443,4.9E-324,0.3790222925170518,1
-0.36606582036355306,8.002654012040876,121.69849269196706,0.051168781317836344,-1.6631476078153362,2.939662294366835,0.4303172854490945,1
-0.3384409712771197,16.514715530663093,303.89225007876,0.23922465239632226,-1.194225671209006,8.846549726136436,0.5947831062121068,1
-0.3749078807100862,-2.867491685026383,42.066891141423866,0.13451988224272754,-3.933615030703252,1.7153345301314094,0.5244766927721914,1
-0.3330446788008888,6.0923686714331025,86.04380191972568,0.4967756523684165,-4.339197574079423,8.516182535803795,0.7795475677891656,1
-0.38843996856187846,-6.282075122488532,97.73411489248639,0.3627545938440667,-8.188452602910745,3.9924605115322063,0.7166869630601769,1
-0.3654544940744869,-6.042012485485023E-4,16.130412989791733,0.009617513145468857,-1.0021399796825445,0.14433266145880097,0.37838406465482655,1
-0.3510145307458898,0.6651758311165497,19.581234831403002,0.1731066641498452,-2.5489394828747773,1.9262563561420958,0.5443508656598264,1
-0.3638452131272591,1.758666708941582,34.12561471851808,0.042517428233847764,-1.6726911028376765,1.326808388232811,0.418211390745719,1
-0.3636711388892145,-2.1158743041498873,56.61900616551309,0.26937623458811333,-5.703650053005184,3.3186412240423913,0.6337451631760925,1
-0.37489730715889386,-5.220353596081026,80.77568209083466,0.12583857826906972,-4.5827098440951035,1.7407045408405288,0.5161265050199029,1
-0.36761056131595243,0.26136593444951356,31.22133546250746,0.04477788560828151,-1.8107451059338082,1.3775804145612423,0.4241643671966227,1
-0.38234721773813896,-6.4471302621156426,91.28684518837703,0.08965972189050354,-4.239524693633242,1.3004806860010714,0.4856429931571124,1
-0.36162485008829587,-0.17438746034086267,22.671928510664163,0.0054336862334651535,-0.9117125548140717,0.14179658146934493,0.36906126650577625,1
-0.35416502021711826,-1.450127090099457,37.398557218764076,0.1189164724569314,-3.2554469816855773,1.9904678860491458,0.4943170379445999,1
-0.3571263098308277,5.946778734015973,96.54063145449972,0.0470834671716497,-1.9298499717969309,2.3674616115515548,0.41787877230727344,1
-0.3748975409222942,-4.717738485034779,66.67495048553918,0.04228759685147768,-2.7297718045761767,0.814697298837725,0.4275929875957523,1
