mean, skewness, kurtosis, variance, min, max, rms, label
-0.46666169448458755,-0.30914760325996865,5.243635485210366,0.0028771699110739317,-0.6807517511753876,4.9E-324,0.46973429405388345,1
-0.45320197787201044,1.6087447900070049,9.191988175392428,0.0026674732940401196,-0.5628241896237007,4.9E-324,0.4561354031876307,1
-0.4665428691381062,-0.3913090204756838,13.81924052511833,0.00549125333670116,-0.8818572663470068,4.9E-324,0.47239125952997624,1
-0.46732795065808425,0.32497773960862003,9.837644988290203,0.003010775515154837,-0.7249903059746146,4.9E-324,0.47053819077885634,1
-0.4728907567582651,0.4001666356118228,9.559296239565011,0.0051839452837805795,-0.7928962566225088,4.9E-324,0.478340478227784,1
-0.473017816956486,-0.16910490014508842,2.8495900636068923,0.0031552229811234117,-0.6292605198310817,4.9E-324,0.4763413462417504,1
-0.46893135055164437,0.882249526012935,7.340747811016125,0.004365628203558405,-0.6323392270394113,4.9E-324,0.4735633428948523,1
-0.46929778053569904,-1.9018947983275099,20.282452058631826,0.0061993518386801215,-0.9990691960401534,4.9E-324,0.4758568678231023,1
-0.4733656192592281,0.28099031231006844,4.34561833058631,0.004351066420872603,-0.6524549480257296,4.9E-324,0.4779394061149857,1
-0.473835249086768,-0.4538408664664663,7.861225174228826,0.007612588975560308,-0.899765930389421,4.9E-324,0.48180123728844815,1
-0.4730057029592034,0.5907923500376844,10.18366685032855,0.0080384859753212,-0.8269854426199377,4.9E-324,0.4814279603505091,1
-0.4769595325726138,1.185042686043476,17.680466545835465,0.00762275350157541,-0.8843094286213624,0.06981388223737106,0.48488467619987924,1
-0.4713470649169407,-0.911479257372018,14.655673758332943,0.007135071528261687,-0.9698815383826851,4.9E-324,0.47885606097665345,1
-0.4582941695153132,1.3626758757403934,10.415935247538464,0.006130391321715535,-0.6908397531493247,4.9E-324,0.46493433636745535,1
-0.48588830444798137,-0.6776514463100057,6.9285598558717805,0.003575407505909401,-0.7624138904918709,4.9E-324,0.48955372729174845,1
-0.47272611307660584,0.7318677062842234,6.135234249630088,0.003754325153382325,-0.6658564202490229,4.9E-324,0.4766805042561507,1
-0.46418742943672603,0.798063901378323,11.044302798340096,0.008260289372641708,-0.7977000097869453,0.02805488127951783,0.473001330885778,1
-0.48319007232447286,0.5537121880097826,5.1501116270517935,0.002949308898241835,-0.5922191076636594,4.9E-324,0.4862324083102351,1
-0.4740884377292127,-0.2781499715381411,12.064090569503694,0.018498100509028975,-1.1724709362688603,0.13556091494359457,0.4932118685692334,1
-0.46537041603431584,0.6657009737517726,4.883737251192552,0.006271069210442827,-0.6809930751483115,4.9E-324,0.47206005267380463,1
-0.47346114127413047,-0.7774210930566855,4.151118386297312,0.0023996852742389427,-0.6497361487003257,4.9E-324,0.47598858974857905,1
-0.47310046041589543,0.2134776279973266,5.594037587206915,0.0039766796379033425,-0.695892766609779,4.9E-324,0.4772847423536977,1
-0.48478862366714176,0.20559185744118938,13.522262030869845,0.022342763712057907,-1.199370002007873,0.3231481909244973,0.5073093467985184,1
-0.47649164925799353,1.382611246201914,15.283351976028174,0.006034521701485365,-0.7858379347276401,0.0032020726453634296,0.4827823666146975,1
-0.47751394303182493,1.5149839224489392,9.139183051292987,0.0052288329377217484,-0.6495053557715984,4.9E-324,0.48295796786834627,1
-0.48219663396948537,-0.3444941979434239,5.9422176376114795,0.004741409315516027,-0.7599803732351038,4.9E-324,0.4870882908950062,1
-0.4862267636019798,0.5498003535012297,5.340960157602822,0.004998024871421396,-0.6704681109651176,4.9E-324,0.49133948601173644,1
-0.494615699123937,0.2561836256164907,7.8351228266326185,0.00617953655045503,-0.7587801473798628,4.9E-324,0.5008235481387792,1
-0.47508616307400287,0.2431242269813438,4.29286014070066,0.0035930536536105877,-0.6488319373943838,4.9E-324,0.4788527080407801,1
-0.4740644411915207,1.208818465264231,8.663938362682217,0.005855496810607181,-0.6802228364323639,4.9E-324,0.4802005739405524,1
-0.4984008822276224,-0.7137775138085326,5.223451562358082,0.005371191337589298,-0.8161762781445301,4.9E-324,0.5037604894618688,1
-0.48126134953745986,0.9732407351764395,8.268814021518823,0.005227144071993069,-0.6707976584198931,4.9E-324,0.4866617209423915,1
-0.47102331886414217,1.0594279068930479,8.37590040213935,0.0069311454607975595,-0.7219659175954529,4.9E-324,0.47832427533482874,1
-0.4709475232967852,1.6593335079881084,12.853282733439443,0.009750649603403399,-0.8200906439337583,0.07220631815569156,0.4811883407801764,1
-0.4743045931082368,-0.23591953890258413,5.159393195758784,0.003320890957891771,-0.6666646072932476,4.9E-324,0.4777925679638203,1
-0.47605581661947005,0.8288900130332059,6.624572593055752,0.003252026825975925,-0.624209330691512,4.9E-324,0.4794592447364075,1
-0.4665304206564626,2.6112066463911705,13.917630701218187,0.005450396473543644,-0.6030442829182459,4.9E-324,0.47233571733613305,1
-0.473280142002277,-0.3103474207794983,8.476855932497791,0.005644995142812229,-0.8184250762768883,4.9E-324,0.4792067277871919,1
-0.479774248881609,2.170458723679406,16.403387657359065,0.004724231944139541,-0.6447460931866029,4.9E-324,0.48467263367560975,1
-0.4642439781686947,-0.6290819284867258,5.615419003114892,0.0034271798376127906,-0.6985654000320292,4.9E-324,0.4679205606761777,6
-0.46718303874660433,-0.2669319920060117,7.578318464241839,0.003542625139019023,-0.7267377632237437,4.9E-324,0.47095925177400455,6
-0.4687099418002847,0.06489013611449762,8.13104113888951,0.006544517200949426,-0.7631712140408968,4.9E-324,0.4756401231428817,6
-0.478763513773185,0.4075757397223846,5.5851619403642125,0.0061044882347945995,-0.7087415076734747,4.9E-324,0.48509688759591263,6
-0.48882683839787383,0.4199413422837958,3.9354103090856105,0.0038839488064360333,-0.6201904938887779,4.9E-324,0.4927835495879475,6
