"fft1","fft2","fft3","fft4","fft5","fft6","fft7","fft8","fft9","fft10","fft11","fft12","fft13","fft14","fft15","fft16","fft17","fft18","fft19","fft20","fft21","fft22","fft23","fft24","fft25","fft26","fft27","fft28","fft29","fft30"
0.000614492892953116,0.00111277616879131,0.00332606662351208,0.00217500938357154,0.0020990883473703,0.0017089857137143,0.00233174504221598,0.00685719825754624,0.00558756209113523,0.00214206973154599,0.000936057492537797,0.000990270102556527,0.00195608904888086,0.00206757545748347,0.00365364222708032,0.00254156974382718,0.00128440142059881,0.00257217142992428,0.00600490525321499,0.00580344487374313,0.0174751587484608,0.00216428745012368,0.00158483959688832,0.00337827627211648,0.00625673032162734,0.00725170820165339,0.00745561756614685,0.00755419523978192,0.00373673192439159,0.00233558676798396
0.000970009930315232,0.00165006415031981,0.00445957817551605,0.00198762022977907,0.00156166863659983,0.00245929820570662,0.00522385829009341,0.010370396823608,0.00342309876447106,0.00164251074168266,0.00146165007221933,0.00115095926041077,0.000882503319436178,0.00125516959710147,0.00394814185315669,0.0042901710114929,0.00269321891866018,0.00266313753892703,0.00262714333006832,0.00438499330726768,0.0109138154697091,0.00350783886820934,0.0020928401424463,0.00199137080317998,0.00196243167391792,0.00298740962133334,0.0106356588626854,0.00790396133962065,0.00436641951786572,0.00429257834813038
0.000748059027260906,0.00120025010021208,0.00293003193089647,0.00122710206193332,0.00136361092698319,0.000547437016408972,0.000987234350025762,0.00513624643820321,0.0012337285175216,0.000786842514685882,0.000751805359158655,0.00160195230582742,0.000958239352464645,0.00148570764087615,0.000818936510258244,0.000974218810555684,0.000739405281623867,0.000938115405108404,0.00262433170888526,0.00352936127151996,0.0070112669653304,0.00328502490112837,0.00201259059673348,0.00141613455657301,0.00205105977082287,0.00386664479007903,0.00549648539065113,0.00405743523095982,0.00391494436738334,0.00151457824533015
0.00189674745017627,0.00316809249071722,0.0105985962944635,0.00437090804830084,0.00279577573375266,0.00457630395047595,0.0196626654747415,0.017167493718041,0.00508632950843737,0.00273841163982452,0.00210722643708812,0.00233558139046947,0.00371374549754717,0.00445861820143957,0.00374208862799871,0.0059808914076534,0.00558554891552511,0.00197564286142156,0.00176294207992587,0.0037644628173673,0.0030081940335426,0.00176163417566643,0.00296337052176665,0.00544703198669341,0.00232178262979533,0.00264450859148179,0.012436176555188,0.00726688263502406,0.00312950000007013,0.00283853363846895
0.000811967428360629,0.00126703942801849,0.002552187527501,0.00161588363457663,0.00153694149825935,0.00218008748763776,0.00249870524589111,0.0041638602708179,0.00428372013736674,0.00195887428113395,0.00218298829594741,0.0043393889770045,0.00325620350596321,0.00328657769972141,0.00530956307598472,0.00270836246370551,0.00186180267358045,0.00233951725974101,0.00367499641669022,0.00875475689992196,0.00942931863143992,0.00284818379470433,0.00258146350858171,0.00619458305534809,0.00655737452267483,0.00403630846957988,0.00476479307334369,0.0029755881928761,0.00146073304597557,0.0011477432879532
0.00151461814951261,0.00138711771526516,0.0013912161921404,0.00193243700805079,0.00263130212903362,0.00212803172236313,0.00192626201250197,0.00267117386126323,0.00313908602704318,0.00193543305227207,0.00141180807145073,0.00138770241476225,0.00138019295319698,0.00124591952766465,0.00121559915713482,0.00123250650607615,0.00112950220005401,0.00116314474988785,0.00189154983164397,0.00534636315139458,0.00429870791887934,0.002139869828993,0.0022237942510318,0.00391614625171851,0.00449280001472859,0.00348479127124522,0.00426883210226523,0.00436412405295078,0.00222654442349642,0.00163979560376048
0.00108234862054967,0.00147516929625441,0.00350291218904477,0.00441926975452037,0.00260126716073606,0.00292127353158296,0.00836391747996874,0.0108165655570387,0.00312703563427659,0.00214689970180481,0.00270476615877691,0.00427472639234161,0.00480903123670054,0.00509439948591193,0.00627681990171514,0.00431554167319364,0.0023800024692949,0.00198584633236397,0.00266383578731114,0.00463410692800448,0.00523656559573249,0.00435599567494232,0.00443551961543262,0.00453309072374546,0.00403710621858664,0.00451562435174406,0.00739588420725862,0.00687030683961699,0.0033140817088319,0.0024798219920347
0.00105849992153222,0.00119898136457062,0.00164029743118122,0.00210304522347149,0.00207170816236226,0.002168430350617,0.00339629593041473,0.00715404381011798,0.00552851923639461,0.00326850284114846,0.00330686951096537,0.00453857337797607,0.00446693361501131,0.00401873117002897,0.00589375394057203,0.00803220141106203,0.00361946557801307,0.00228275886567161,0.00283263425689889,0.0064302145203763,0.00739666797837464,0.00404213694208884,0.00373523057604499,0.00476586209898892,0.00503193075362935,0.00539784150311877,0.00638637281839835,0.00309968398009078,0.00139830854462059,0.00106410570846975
0.000572736919826413,0.00104712510344373,0.00183966695493353,0.00136168617352496,0.00246146108421743,0.00164100142954468,0.00178096033738719,0.00385098566307923,0.00195042616964588,0.00142098451231966,0.00100436095607945,0.00112111708381251,0.00141971000571853,0.000898610268995499,0.0011755055764674,0.00130984988540872,0.000831371988222683,0.00141050136802459,0.00318213626590948,0.00383792942783728,0.00652234191086325,0.00166915028391782,0.00150019681137088,0.00334183748994375,0.0038897162578806,0.00376028476278146,0.00318732506145045,0.00306652646966433,0.00193145767426869,0.00130547834146941
0.00144474376348223,0.00201209043206643,0.0037290915742118,0.00222568662685651,0.00127463031292679,0.00136181452727026,0.00273239421057815,0.00463731494929993,0.00237786354553104,0.00171214614430329,0.00212382832719535,0.00336680017464434,0.0036432513550436,0.00302097515140828,0.00262622359755354,0.00210756814432361,0.00175839185397465,0.00201503344660405,0.00356062933230335,0.00598975741033787,0.00423636218317679,0.00337623681687623,0.00413952149811392,0.00496515028751916,0.00431923134648273,0.0049416341899853,0.00773579322214504,0.00393226217777535,0.00165802562656571,0.00124317763609162
