"fft1","fft2","fft3","fft4","fft5","fft6","fft7","fft8","fft9","fft10","fft11","fft12","fft13","fft14","fft15"
0.051629143106968,0.0547352041821646,0.0652465619025019,0.0871775927509575,0.127010969401527,0.180830380409777,0.20256528496206,0.167484072281857,0.124784759760274,0.0975827137026925,0.0834030751124284,0.0773570407684319,0.0760053336655454,0.0766815085013845,0.0772148857901857
0.0247630377117994,0.0251873236579724,0.0269029101486565,0.0314176279907909,0.0425410530708981,0.0710412352006449,0.126562152308574,0.0911070756243864,0.0346285190604573,0.0155648866377282,0.00870700287932951,0.0057750245177855,0.00438882758791091,0.00374722997537823,0.00355858549382444
0.00651198489254808,0.0069730747745728,0.00861699067088361,0.0125548634426426,0.0224939359729941,0.0521461998341531,0.122708602223252,0.0965907220212129,0.0486856269563865,0.0313661613399747,0.0256897182856542,0.0252466546221391,0.0281420750572867,0.0327396204426815,0.0352445399794115
0.144817515939193,0.154702375217053,0.182369476931828,0.224690565507732,0.306485302787474,0.592998290863238,1.37688421164084,0.346515726931269,0.0995732892016525,0.0486395641521008,0.034494229176861,0.0335486500489926,0.0446829875247538,0.0804981093747267,0.126963208693611
0.00679620078120359,0.00726677189111922,0.00894160804822214,0.0129457768091061,0.0230952594298972,0.0546407353853177,0.14629826164956,0.114409454725717,0.0502531976647963,0.0291027820011761,0.0213537841207756,0.0183591801038843,0.0174386403431968,0.0173926052994359,0.0174761434386743
0.0409577079713676,0.0427620346070257,0.0487942240336513,0.0613425175850731,0.0860772435407131,0.136227706849625,0.233378326410495,0.331353324309542,0.266578875203681,0.158727536638025,0.0987926577024993,0.0693149283166708,0.0545449235265521,0.0475123872799367,0.0454190079392132
0.0789716620804505,0.0841680246907092,0.102782700212758,0.148190925408729,0.269400175158215,0.68165824819845,1.3317277961656,0.492096565082778,0.18515761870075,0.0949339007804118,0.059734731207902,0.0433171180247761,0.035018513498426,0.0310043502452313,0.0297980616054781
0.0485667168610213,0.0507378904956395,0.0580140492931477,0.073234724772236,0.103559771121082,0.16628348749763,0.291971416746853,0.420891382106713,0.328260851988617,0.189553963946664,0.116342009181129,0.0811399621379218,0.0636774677905867,0.0554009625633307,0.0529418114706751
0.0872860179547508,0.0872860179547508,0.0872860179547508,0.0872860179547508,0.0872860179547508,0.0872860179547508,0.0872860179547508,0.0872860179547508,0.0872860179547508,0.0872860179547508,0.0872860179547508,0.0872860179547508,0.0872860179547508,0.0872860179547508,0.0872860179547508
0.346845867682853,0.357244355930687,0.388008315914824,0.434744659887475,0.47947526052721,0.485585892371882,0.429832620233201,0.339518999858827,0.255720592930413,0.194250189463404,0.153280905830734,0.127133883009678,0.111223876642748,0.102676803887061,0.0999830421216595
0.163877460905198,0.163877460905198,0.163877460905198,0.163877460905198,0.163877460905198,0.163877460905198,0.163877460905198,0.163877460905198,0.163877460905198,0.163877460905198,0.163877460905198,0.163877460905198,0.163877460905198,0.163877460905198,0.163877460905198
0.100799017278997,0.106863753432666,0.127315502816769,0.169548179184413,0.244312234619238,0.339993709864378,0.374617690976275,0.314950791348576,0.243724446729535,0.199438199036796,0.17948228464296,0.176555158124232,0.184608597814521,0.196209541828631,0.20178563017743
0.0737192289460603,0.0757273309502024,0.0820678431424274,0.093721275290417,0.112342210350268,0.139827595846016,0.176242914165908,0.214733798907894,0.238529714483587,0.234593911113203,0.210529923610912,0.183010216364512,0.161654981902302,0.148947048875577,0.144789781152733
0.0306273951753563,0.0316921820512589,0.0350382506405877,0.0410077559228968,0.0495060129405257,0.0581646312842284,0.0609125257052951,0.0539503614875907,0.0422569930058335,0.0319237691846459,0.0246869230500941,0.020059901717972,0.0172754155113412,0.015795807954368,0.015332356946898
0.0333373469883525,0.0353098740489272,0.0421038274579112,0.0571431158517582,0.0899003070730923,0.166400668366511,0.337120727529901,0.487692533396139,0.372656428189969,0.251271951319081,0.194672653237087,0.174808862642421,0.174198957289067,0.181478584997396,0.185756808195306
0.0346675310748448,0.0354062738436624,0.0375016067336749,0.0404150288816219,0.0427859738738419,0.0425393405308149,0.0385476350465728,0.0321483546737542,0.0256821030548585,0.0204719277369158,0.0167265290978328,0.0142037625482406,0.0126128839258645,0.0117396478036054,0.0114616403589057
0.0238247920821764,0.0256250632547928,0.0321223346336568,0.0480947463518147,0.0899298704250555,0.212399663020909,0.362322809504875,0.208357306507331,0.110428745104889,0.0750835421203271,0.0629643147097636,0.0618383327694514,0.0675324873756694,0.0761881427661047,0.0806887633260384
0.00601729035822583,0.00643008483926071,0.00789408968547987,0.011361677960532,0.0199576733915725,0.0452190090410886,0.112201802633919,0.10009246703919,0.0488764156635099,0.0297885066791725,0.0229352875979611,0.0208796705400552,0.0211622374408588,0.02235915988029,0.0230168993711174
0.0109820318575788,0.0119792588423874,0.0156615282431725,0.0251157355092604,0.0512887694887957,0.131262207002628,0.250280430646479,0.200663806067195,0.153486173763577,0.152227334879296,0.17829004032352,0.193486907831628,0.165760171190627,0.133043971021267,0.121378884193422
0.0346828510104818,0.0348883380274056,0.0355089326462475,0.036556418431616,0.0380481520373636,0.0400028304904806,0.0424329125773031,0.045332114821673,0.0486565427067922,0.0522996089484379,0.0560652901567689,0.0596521485414256,0.0626687942695423,0.0646999604661199,0.0654187396709779
0.021641157949619,0.0222681428156938,0.0242369603122447,0.0277933641810353,0.0332195622048239,0.0403606208249101,0.0475334895579542,0.0510045437629425,0.0482083289783806,0.0413182128806824,0.0341558207138607,0.0286163186914292,0.0249582502348193,0.0229268754315917,0.02227925835116
0.0390434370865373,0.0400464798723865,0.0441990199061996,0.0557075854560295,0.0874171365604905,0.186113141499376,0.337108776790009,0.158352614968748,0.0684834718011572,0.0415828349208973,0.03339609618463,0.0338320056041593,0.0417357925089999,0.0574719810973316,0.0687473280760496
0.0393802315521933,0.0409636244164159,0.0460861354858216,0.0558680129013136,0.071726200259879,0.092228048725895,0.105328681385741,0.095476684100645,0.0718669451324993,0.0513820464219218,0.0379825087865153,0.0299124602776884,0.0252545722925442,0.0228417755172844,0.0220950260053929
0.0808775583410534,0.0872926926842095,0.110560960316961,0.167956474557282,0.312973584181934,0.629564695555547,0.680015952650041,0.383188304082005,0.229879481501973,0.169003236828217,0.148260728880916,0.14951490969137,0.165781876264896,0.188470146738908,0.200059351245037
0.0220930950602393,0.0232179042199057,0.0269621266910854,0.034596633389179,0.0486631571360757,0.0722579120561514,0.101698120870325,0.116155139838623,0.106203611069266,0.090097779617631,0.0792992442887884,0.0747353983077699,0.0745292852483392,0.076185450223869,0.0771389924205977
0.0483579076099782,0.0483579076099782,0.0483579076099782,0.0483579076099782,0.0483579076099782,0.0483579076099782,0.0483579076099782,0.0483579076099782,0.0483579076099782,0.0483579076099782,0.0483579076099782,0.0483579076099782,0.0483579076099782,0.0483579076099782,0.0483579076099782
0.0602872101506667,0.0629362451314545,0.0717694211579716,0.0900110521478085,0.125310824187294,0.193473122983354,0.308923839204505,0.38860731647111,0.301693501906749,0.18797192458038,0.121988014950016,0.0878555498124045,0.0701871634380083,0.0616181335487669,0.0590461661058451
0.0122232619635803,0.0127852987991039,0.0146785991708872,0.0186881365815149,0.0268779194674521,0.0447052730329402,0.0843791620623764,0.13091783071704,0.0955867188164729,0.050866565933834,0.0300193995808369,0.0205644413412477,0.0159999572642919,0.0138644797609572,0.013233362594367
0.0521254337220166,0.0532175297145314,0.057220374009664,0.0666635661316215,0.0876814062093164,0.135216077884399,0.223785560828147,0.216478284189114,0.103318818435152,0.048768124482416,0.0274951011845958,0.0182371513997788,0.0138443170064574,0.0118104580490672,0.0112125762342316
0.0326864976244274,0.0336858118833504,0.0368159241823031,0.0424123924053785,0.0506736450612852,0.060561232773748,0.0680522622324001,0.0675586077929356,0.0588849659527585,0.047680693572905,0.0382496263915865,0.0316297522124441,0.0274538488995685,0.0251831783229693,0.0244651973594285
0.0101224105155435,0.0109782880973257,0.0140373421363268,0.0212075498537732,0.036969968806546,0.0650994550853175,0.0879574005192574,0.0905785701762509,0.095721640706683,0.120826976721729,0.169773795534206,0.187204617914347,0.139035394766899,0.100946827058517,0.0895124633956808
0.147088734676837,0.148212123195738,0.151628229872502,0.157475000944641,0.165981335599921,0.177459913343177,0.192283274083881,0.210823159237882,0.233319768657948,0.259635841907782,0.288862890224348,0.318835915454425,0.345835778620776,0.365025130970757,0.372022894674509
0.0456362272564781,0.0468749869734833,0.0507943766824553,0.0580365505905553,0.0697458935310454,0.0874665101734131,0.112194866840218,0.141275026544139,0.164392507317743,0.16906926799938,0.156052356606505,0.137229802084203,0.121528333633579,0.11193157059539,0.108763802277267
0.37905007729188,0.381975203983799,0.390873044200356,0.406111884017792,0.428304904585192,0.458294627501416,0.497094927283984,0.545737485877534,0.604932329046751,0.674416515239275,0.751890806301042,0.831676875725299,0.903840242087151,0.955297172564503,0.97409698918937
0.0769212263214833,0.0796767751688055,0.0885550007858475,0.105496404249516,0.133750554419803,0.175712067401022,0.222849856971546,0.242952969416215,0.214416829470392,0.165693147085723,0.125453048386105,0.0990188633835195,0.0832847671930771,0.075052829370934,0.0724982449949296
0.0887608947633243,0.0741628051298456,0.0535025222973515,0.0427410354249932,0.0413350760408517,0.0497842053334756,0.0722645003541652,0.0870699873201245,0.0497870556728152,0.0224577198046025,0.0117962960501514,0.00741877911598021,0.00543924129988614,0.00455068276966848,0.00429334838767455
0.0770839359013966,0.0785569450008362,0.0828578103697536,0.0894220457306963,0.0966536084756064,0.101460838082346,0.100332094470375,0.0923149532773198,0.080217123721976,0.0678922234453196,0.057640169022875,0.050089806266505,0.0450690233873523,0.0422304108794498,0.0413146828137801
0.0343156166978591,0.0361851947281193,0.0425213493589767,0.0560365527755701,0.0835016200903305,0.140461953735071,0.251091642706523,0.381369952334333,0.392265548657506,0.331075751743171,0.296068108650118,0.303529255212788,0.352601061333723,0.429927859619599,0.474386895570103
0.0425769030212386,0.0435031328592277,0.0463929297612353,0.0515878038058369,0.0596689184673985,0.0714017550022088,0.087442723040447,0.107508233182073,0.128995215056689,0.146577768815532,0.155345198387099,0.15525023237518,0.15061425281701,0.146050894708891,0.144260124838324
0.0204424354340367,0.0209364981913551,0.0224580380778435,0.0250964152895172,0.0288683953489443,0.0334113100326299,0.0375406254434211,0.0393658913670241,0.0377988470859498,0.033812159672306,0.0292996725226826,0.0255056791981565,0.0228359073513793,0.0212919108528433,0.020789994577821
0.00864750225530778,0.00872501410328149,0.00896197793713551,0.0093719977866685,0.00997876929347716,0.0108174043963853,0.0119355968022049,0.0133931277845156,0.0152561527961464,0.0175788020954045,0.0203593188028526,0.0234579453103429,0.0264916066856431,0.0288040663191768,0.0296824094793957
0.0350703913875871,0.0362761022527293,0.0401848722264815,0.0477905809943911,0.0611749218055913,0.0840764293880772,0.121172171325441,0.16875656510895,0.194407613286128,0.171466130832111,0.130964523016736,0.0999851312439115,0.081318307502886,0.0717080954098912,0.0687622494041615
0.0133911651905535,0.0141832845280835,0.0169305615481262,0.0230721132263645,0.0362106755070397,0.0604309331499207,0.0705127165530613,0.0433807768044824,0.0229492442727444,0.0135392910488714,0.00909319513355829,0.00682064262772016,0.00561567714201714,0.00501799352198921,0.0048364047732789
0.21499409233895,0.208726869632394,0.216385844702268,0.264763964621152,0.297300596878681,0.251363652592221,0.248896505513942,0.357578989615059,0.223037669000221,0.0682948335285979,0.0320793865651727,0.0235108063247406,0.025438438234644,0.0378101138255266,0.0516977178805125
0.540916547503807,0.551550423470331,0.581772441424378,0.624383835148048,0.661639884241464,0.665736062587565,0.61785270751678,0.530365021001057,0.43466526495156,0.353092731198195,0.292172801549114,0.250112993170095,0.223179364316769,0.208263928548637,0.203496130410099
0.0330413323178926,0.0332850303493261,0.0349951075660635,0.0409786242177421,0.0573977362265847,0.0990594751623494,0.152983044298029,0.101559772534693,0.0510828906590257,0.0318687631824116,0.0253756513974077,0.0249976134865837,0.0293018953085775,0.0373882760769691,0.0425951975952044
0.0437301591784389,0.0430633789149328,0.042794028940808,0.0464386082341504,0.058241881541805,0.0815211279767218,0.0946341984687729,0.0667141262856142,0.0397919330164274,0.0271263208912842,0.0224077887991295,0.0222300854031238,0.0256470143910717,0.0316554215900758,0.0353031137942471
