"fft1","fft2","fft3","fft4","fft5","fft6","fft7","fft8","fft9","fft10","fft11","fft12","fft13","fft14","fft15"
0.0100664711130581,0.0108193954771031,0.0135152235894883,0.0199546696116626,0.0350921308082433,0.063261430770656,0.0643245837896221,0.0367772319877436,0.021343199291949,0.0144805712003158,0.011257035314992,0.0096853419803908,0.00894166161881428,0.00863065585540464,0.00854912805289414
0.0807188599878254,0.0868115227301126,0.109057043464344,0.165012099181242,0.310746170887067,0.570629066311433,0.383462257908097,0.157628921437198,0.0769893753958859,0.0454671953454727,0.0309550192311743,0.0235106291223593,0.0195307655579574,0.0175434649797982,0.0169375520765811
0.0392553373425864,0.0476208769132324,0.0849449815902303,0.202073532509315,0.424242355354499,0.933437137615015,2.63456026923421,0.319724676943545,0.107105913520686,0.0750077454825748,0.0940102631217409,0.204830939617746,0.286392763593634,0.133616019317342,0.097399560371517
0.0970596313945274,0.102490694376904,0.121250822793851,0.163066140982478,0.254655679051095,0.455678123060988,0.698897493687783,0.511055479472607,0.259957711909637,0.144816415774416,0.0934909266942331,0.0683948563489611,0.0554650647211726,0.0491594430165358,0.0472586540029478
0.0396943694379992,0.0417823356072728,0.0489317708094728,0.064581656703299,0.0980166241954326,0.171536459633027,0.288768680780125,0.26121793403663,0.140374527772897,0.0771144636274912,0.0488764739081895,0.0352775579863234,0.0283615707548775,0.0250170990956323,0.0240130249039887
0.181889269867097,0.194615733410592,0.200102856353205,0.22636195297153,0.433850508666205,1.02281655732413,1.11733354043761,0.154911622397764,0.031553227068774,0.0152052928752326,0.0160180059163764,0.0459907092198688,0.0422997085497815,0.0101549745247777,0.0067327655271589
0.0466590690826494,0.0525119378075659,0.0734262738387638,0.119085081316888,0.209618853606934,0.483650123091173,1.22131953195105,0.208189521842196,0.0560176294264058,0.0264585277001359,0.0182580874138732,0.0172904195983984,0.0222250926633959,0.0374215886595721,0.0547995312677182
0.0207206343937282,0.0219804989204901,0.0264262976322163,0.0368981865533831,0.0630353875262877,0.143543814895453,0.34433201074881,0.188719687355795,0.0687918226041885,0.0337289850497631,0.0206366526626954,0.0147118554969016,0.0117730339472561,0.0103670009224192,0.00994660946307113
0.0159652435816134,0.0167303675141533,0.0193047535645659,0.0247123811832898,0.0353680247139486,0.055584366939094,0.0828464939488142,0.082285350115372,0.053440073702002,0.0323188707672319,0.0213289255615465,0.0156733790539597,0.0127074890845905,0.0112521132687076,0.0108125543067986
0.0282902175530206,0.0292285432509454,0.0322697359544699,0.0381950172601666,0.0487081289000081,0.0672388198340387,0.100107968978489,0.154541731626717,0.216616117904686,0.227465708926188,0.182603898415277,0.136908346957778,0.10828423552641,0.0936894327549773,0.0892620083021734
0.027324304175165,0.029140716319739,0.0354572809046669,0.0495662505872912,0.0791945133362858,0.132086494976124,0.167675405552788,0.133613315403729,0.0925005233701832,0.0701046161576043,0.0605299539446336,0.0585160107057701,0.0610720714975067,0.0652684356854056,0.0673572210570102
0.0351098009978629,0.036084024385911,0.0391486576581295,0.0447231296019035,0.0534137372294511,0.0655450313519053,0.0797517766342994,0.0910584782067482,0.0929122014557017,0.0847915188545256,0.0727517402492756,0.0620363300138163,0.0544883296076441,0.0501713781309294,0.0487791798134127
0.0169408059482354,0.0228790455039879,0.0543125579070339,0.0799276825351952,0.0502222556328449,0.062356785891396,0.152906386829176,0.04454708156908,0.0156892975276357,0.0116165453309478,0.0151992994103601,0.0207348242748724,0.0107038576052479,0.00543007499210409,0.00431616417114921
0.0213741289572573,0.0224311583737443,0.0259893528654744,0.0334430277261927,0.0478396164821006,0.0728297745839588,0.0964964962528359,0.0827131970775212,0.0520163931876893,0.0322481149348792,0.021866079406895,0.016383470056426,0.0134485723759379,0.0119895137586078,0.011546094575637
0.0253533226984675,0.0264355212971449,0.0300380460424741,0.0374619902296873,0.0518599702223906,0.0803438426316364,0.134334551944109,0.193786223077908,0.168464542640534,0.105198260017883,0.0664143027166087,0.0467401850015221,0.0367852575007938,0.0320304176004156,0.0306137419537799
0.170640365032816,0.170617388550371,0.173818652787023,0.188541750289899,0.227312280594505,0.303947980411046,0.371656769060607,0.274965981341888,0.140447229264398,0.0733695257606118,0.0438729119477564,0.0300387994809859,0.0231944891591879,0.0199542443040641,0.0189924215478074
0.0419500709130578,0.0448655524807568,0.0554045743907635,0.0815995295009349,0.153091247394291,0.377511618798359,0.468331125725969,0.168334246575836,0.0704038279731623,0.038195897725362,0.024784789586046,0.0182955882401094,0.0149446587347905,0.0133041515750032,0.012808467714796
0.0787876480802418,0.0751024661685233,0.0675542066231941,0.0617240372686567,0.0607637416618832,0.0668200976741305,0.0838394996865967,0.119765769668328,0.176542469200478,0.195026746826338,0.137928382947956,0.0868228323818872,0.0604953826103874,0.0487350335036762,0.0453832394158172
