"fft1","fft2","fft3","fft4","fft5","fft6","fft7","fft8","fft9","fft10","fft11","fft12","fft13","fft14","fft15","fft16","fft17","fft18","fft19","fft20","fft21","fft22","fft23","fft24","fft25","fft26","fft27","fft28","fft29","fft30"
0.00219211640817336,0.000944058613372836,0.0010823218419123,0.00140003928071127,0.00228029910349946,0.0180021899126126,0.0032608876199259,0.0116857954945217,0.00228735951512309,0.00228002184457305,0.000937300482814369,0.0018192458729517,0.00125074051206258,0.00107764973419989,0.00129866977981331,0.00106123533557343,0.00111323106762946,0.00148971232759776,0.00306461500252961,0.00246230985746541,0.0173538009500888,0.00381529260307219,0.00308775379777663,0.00335011603595915,0.00766444299016383,0.00469273894735176,0.00673625530844003,0.00222707982578019,0.00164015466130586,0.00127456996827522
0.00088537482170379,0.00117107283344908,0.000850617046846072,0.000622548512998151,0.00154968202168087,0.00514211025636524,0.00223617986200479,0.00398991753012113,0.00378664071707942,0.00113355947919278,0.00117817405027598,0.00125161168226611,0.000897001604088532,0.00204966953773666,0.0022392106672154,0.00312202519570535,0.00253116805365225,0.00236358268549627,0.00299680564078119,0.00167928268116506,0.0060840131993033,0.00539684599983955,0.00761207629610978,0.00326893712953236,0.00300536162252167,0.0022414885265424,0.00310366513298201,0.00300951190430825,0.00172603600621684,0.00602045549686248
0.0113606201534895,0.00494473590998872,0.00213850186342557,0.00141632269262694,0.00130879922607086,0.0016007974712765,0.00235687767921465,0.00281773324759432,0.00193027875001731,0.00118936150439234,0.000889185245857764,0.000836677905018948,0.000968020277256712,0.00128781767382121,0.00167989109617108,0.00182877381685298,0.00183577099989051,0.00215281753904561,0.00354145357829607,0.00909214434434368,0.0114232622346275,0.00420480808785951,0.00233853323080258,0.00207211823148981,0.00284853137102859,0.00632895936945359,0.0109323531377022,0.00445352502957845,0.00226019864629542,0.00182775165888482
0.00216728699406022,0.00302123235929651,0.00219995282191669,0.00162259685875775,0.00187121984194206,0.00116827651041892,0.00155977157561259,0.00404461989568009,0.00105616306348875,0.00102928136040447,0.00130861147160355,0.000712109209915374,0.000979893882217647,0.00187515771464865,0.00116241077276623,0.00111096673100415,0.00121777759021157,0.00187312158392298,0.00320912584497716,0.00547204774665329,0.0136188077688608,0.00206599491411656,0.00226392758481661,0.00399994080073209,0.00212953510200923,0.00341854215990569,0.00623943376906436,0.00431660170449467,0.00145846623096047,0.000859923445097971
0.00744100870560924,0.00220064987544887,0.00116606337235909,0.00107928705012145,0.00100247177706595,0.00106168667759838,0.00171012701458584,0.00244346799466768,0.00205412820989858,0.00169992403636518,0.00100277190379693,0.000706453284182847,0.000935304626777926,0.00179488312025742,0.0012742084527307,0.000940527254725863,0.00135560175447153,0.00246305202153781,0.00316231023466231,0.00618685916478496,0.00732731013921962,0.00302083626280003,0.00235529113419044,0.00215484674497824,0.00195632508320184,0.00312938699994427,0.00969878906053633,0.00371727334428314,0.00164589417854749,0.0013356989611592
0.00614517028041662,0.00252617223835909,0.00150697365827614,0.00140431587218819,0.00113879881789541,0.0011007402178213,0.00201906960469141,0.00385666849647057,0.002019148100252,0.00157447530870721,0.00163057929890147,0.00128142509050401,0.00105716347042107,0.00102579830233525,0.00092464439860107,0.000912983447482265,0.00120657261842642,0.00169132011810052,0.00220178972984863,0.00488769199057825,0.0160692939080873,0.0049247716031092,0.0035671912707257,0.00550722145603494,0.00614833151523858,0.00625783530861991,0.0119911593707623,0.00326993409077294,0.00107206948527371,0.000767859416840037
0.00584286250864908,0.0065931553080044,0.00205037559610774,0.000917961614852807,0.00168031733550095,0.000956537693212014,0.00201279417292601,0.00414640350193974,0.00249377844664232,0.00152810996440835,0.000597141449747513,0.00123152715764642,0.000782456668221666,0.000811413060439055,0.00149679084101768,0.00151362059181078,0.00119725617343372,0.00213697153549835,0.00792161121666511,0.00993611091954905,0.0201983573701351,0.00415427311099726,0.00234094119308567,0.00255826069339538,0.00629495472581452,0.00451408394053826,0.00666276855912042,0.00580283074138792,0.00256051397366963,0.0014557707154842
0.0037938604591733,0.00149454511842827,0.000881026813255665,0.00099736553155497,0.0011976256458407,0.00122310007301459,0.00188816697643507,0.00310174392771701,0.00161994452027833,0.00112983096953586,0.00115261497635896,0.00100924300267581,0.00091730560866663,0.00125048755977439,0.00161211852466463,0.00114701678857445,0.0010322832926648,0.00148376643058678,0.00261012895051403,0.00517682029779114,0.00978077938832202,0.00378173363759421,0.00249467407743103,0.00394765211431479,0.0048106862688845,0.00323485223749099,0.00671883569013713,0.00434316565714724,0.000884429904380627,0.000564545501587037
0.00283587807755209,0.00162746513299395,0.000872658965056888,0.00081897999870099,0.00127667707242278,0.00138513852884259,0.00116165114640533,0.00193211573147652,0.00249355832590456,0.00117094862807901,0.000992774815506928,0.00116511124481335,0.00122258491446259,0.00152364372563035,0.00155952414254952,0.00105791389667455,0.00116940108662299,0.00235993841640456,0.00363444229315651,0.00538408088225712,0.0173347150736191,0.00577263143396375,0.00428694698548007,0.00853670761106184,0.00834701123681155,0.00852877720778222,0.00826353967684092,0.00247907106010958,0.00138617227514177,0.00122562898391968
0.00277772929623507,0.00418585062340992,0.00303170381274492,0.00103353570372294,0.000692856753535824,0.000867187223332515,0.00170586511441294,0.00252405187447298,0.00190921326133079,0.00142589934810345,0.00115535198575156,0.00113685214791378,0.00156493400083218,0.00258945527012874,0.0027361464467335,0.0021299762072961,0.00185823784829803,0.00182936969515472,0.00236048855628619,0.00538819750549756,0.0116901680731168,0.0051012306692794,0.00404320362600153,0.00599111907667368,0.00587862999126751,0.00452703871223816,0.0065145832965902,0.00512528809195752,0.00184265670910828,0.00128027191200216
0.00233135169383555,0.00247789341566409,0.00231122623158279,0.00150597502004576,0.00107340305990798,0.00116166548743712,0.00190130579608435,0.00246640046110873,0.00171672292767704,0.00124970023527318,0.000950110762570422,0.0008006502560225,0.000970750192589125,0.0016137475361222,0.00148901382875991,0.00102583256643286,0.00124021001502039,0.00297420958723384,0.00665068166799741,0.00754969325369096,0.0154769960188188,0.00538768987668626,0.0022794684753537,0.00223808504474561,0.00350435389215324,0.00521517836583597,0.00838629890243779,0.00458730700198016,0.00150227160120554,0.00103454431934894
