"mean","skewness","kurtosis","variance","min","max","rms","fft1","fft2","fft3","fft4","fft5","fft6","fft7","fft8","fft9","fft10","fft11","fft12","fft13","fft14","fft15","label"
0.39203593548994,0.48233707115533,0.0795751123579121,0.135267586582979,0.804900066211119,0.197056065358062,0.237466801445398,0.0464959769564944,0.0623706660082063,0.138002035806628,0.118267088668745,0.115205873751971,0.165814284394796,0.047660983745993,0.0135471612004352,0.00863644564831709,0.00691656613428072,0.0120375475045353,0.0118252822554858,0.00999352141800415,0.00704071682734202,0.00700664158598761,1
0.444398679238662,0.42923924055887,0.0652898353096352,0.172533534999414,0.752633860838102,0.153438428205586,0.275802447552967,0.0760137884564061,0.0963661251092467,0.186340400422712,0.171657859445558,0.160587603839991,0.0937554191559056,0.0933782852697132,0.0618380386164491,0.0645669845639057,0.0577421097272474,0.0790885268573333,0.0587676818294064,0.0464284635854278,0.0377638926160669,0.03667608001615,1
0.240515493288197,0.215762752805914,0.22361037959718,0.123262590730462,0.685724277290893,0.0744222489435651,0.247252587511297,0.0346098791512117,0.0379352596937796,0.0521072688410638,0.0281420551105728,0.0203347288407015,0.0581780501367286,0.227255367496822,0.114898760081831,0.0916619633829178,0.0844353298951866,0.149193141555601,0.137868896122691,0.103169016054706,0.0720068276194746,0.0647669152760494,1
0.401161876180873,0.364392439290128,0.0947134422081237,0.162843177762766,0.733596594975795,0.140253196492347,0.270620921585586,0.0191288727148664,0.0231598594962032,0.0472718468704151,0.0487923554549235,0.0965030312026082,0.137760381844036,0.109226324255355,0.0782742206183054,0.0984863669159657,0.10083416371786,0.143691785047538,0.113849815903052,0.104746209972871,0.102274128379519,0.106448907560406,1
0.304545335903135,0.430769649914738,0.0104051589698227,0.00824944828846411,0.976210780410531,0,0.0779117082200543,0.00290496586294635,0.007135998976504,0.0221418440807756,0.00221008950637999,0.00281574782883605,0.01405955486164,0.00712381513493844,0.00392334562372202,0.000685532580649191,0,2.53541204541298e-05,0,0.00490170444005855,0.00845466665293095,0.00385539916327984,1
0.49511915423346,0.732539539832641,0.392092283581932,0.353680608542878,0.79806037487092,0.586736118799498,0.473129979523172,0.0631024869149238,0.0682390051408106,0.0832088615672751,0.0354808181501641,0.0171185794646574,0.0269072235567568,0.113269334592609,0.308871284020858,0.955611779779996,0.662059151273597,0.59524368744487,0.42284296262965,0.41666048304143,0.462887749599057,0.514007262739885,1
0.434359624788116,0.563667010755849,0.203871287557533,0.266911552588359,0.757216595096032,0.417654902582074,0.387784147271797,0.0451010216540296,0.055548802282815,0.100825336831092,0.0775232307242065,0.0675765425208693,0.108194599850048,0.226594652192113,0.236555512310793,0.340486003079165,0.321159175530554,0.381414477895055,0.26725764579448,0.230370386442069,0.217294832635312,0.222491316587738,1
0.498330327789831,0.521497244654144,0.0758156903207679,0.0795649742501052,0.899808877360665,0.136382481234922,0.1453219039961,0.0429901588939983,0.0508475640714814,0.0823686244066726,0.053079884983295,0.0385342727796055,0.0532630970497074,0.0754897160969196,0.0450924863848207,0.0397672995020151,0.0321626969177976,0.0456328549410057,0.0400325670541492,0.0401435095272647,0.0399208980105577,0.0417886358226356,1
0.284613943226555,0.355278129030095,0.0916961253189073,0.0619465666102875,0.847128007219632,0.0834359495918127,0.158792516846257,0.0268217004248597,0.0325708794613772,0.062016219582205,0.0545742922895969,0.0528078219756169,0.0372173787548538,0.035424483148148,0.0221715304971712,0.0227689348900548,0.0215060743221524,0.0337890672755478,0.0298633921031166,0.0279086456902202,0.0252736030240392,0.0256979190609741,1
0.561804860647907,0.440754788589478,0.0387378808390814,0.161469033017227,0.824990142088186,0.119813044726902,0.24372157691134,0.0655928134739239,0.0752033849425695,0.122045620057943,0.118781157967427,0.267242776850726,0.0429171050978269,0.0326510848831445,0.0253331255023578,0.0415850380300599,0.0703356254476511,0.136084552333154,0.0966037973972922,0.0863520375188776,0.10462813930503,0.132844026565954,1
0.320825686632339,0.337762079067714,0.193384890352677,0.14670497449238,0.673195514250525,0.188098930604485,0.263437078696925,0.0153016099075776,0.0175539804362501,0.032105548969397,0.0252524587033304,0.0257616632823735,0.0665542470275617,0.155472683033098,0.129904231463896,0.157056037550654,0.150788685594298,0.20939823126245,0.169479963481035,0.163053275588858,0.167559325948364,0.178321049690492,1
0.395288030295271,0.485057085250825,0.114211640568835,0.096767753042581,0.85159385288362,0.185815819942637,0.18662939209381,0.0228931404475198,0.0270887227233081,0.0489883131482616,0.039043722714647,0.0412582393097058,0.0682755659917786,0.0807284018469439,0.052219421827258,0.0581345470751272,0.0621077070824392,0.109485727093076,0.100411878512384,0.0856840289248701,0.0693962507835248,0.066008267869473,1
