timestamp, gforce
0,-0.5212799865356246
7812,-0.2629512620159353
15625,-0.3176875635222647
23437,-0.4179020320363449
31250,-0.3440609791937401
39062,-0.34814851529846
46875,-0.43746261929295116
54687,-0.361665267525062
62500,-0.3314221433076696
70312,-0.3804007653632997
78125,-0.38533214987429076
85937,-0.3849567043510085
93750,-0.3520743114832996
101562,-0.39862530974584764
109375,-0.3275133394643497
117187,-0.36649020564466994
125000,-0.3394702036836037
132812,-0.4653708598292461
140625,-0.33110663524811024
148437,-0.33512908756247484
156250,-0.4284717018571538
164062,-0.3327186278790535
171875,-0.3140108234034784
179687,-0.2950806285079661
187500,-0.3542647480023646
195312,-0.34963504932191647
203125,-0.3773495301393268
210937,-0.3433899165084586
218750,-0.31343532510119587
226562,-0.4104979404241629
234375,-0.298871501184399
242187,-0.40342354718500495
250000,-0.3591223449310075
257812,-0.3936489230936733
265625,-0.3314712608199173
273437,-0.3556021964623426
281250,-0.346148511858976
289062,-0.3773359836270842
296875,-0.3819262165733779
304687,-0.38205003230605783
312500,-0.35712315652049575
320312,-0.3351908142533535
328125,-0.3959794836700592
335937,-0.302184188624004
343750,-0.40329078141945196
351562,-0.34678195243393795
359375,-0.4063089433671312
367187,-0.42385720432057283
375000,-0.35654273059969377
382812,-0.32928222387558037
390625,-0.3527414228226746
398437,-0.36018904814666186
406250,-0.3612502035110463
414062,-0.5044072963053061
421875,-0.4545942193780643
429687,-0.118603563034684
437500,0.009572375052023574
445312,-0.3110031761072438
453125,-0.025743399184250393
460937,-0.3607700923675967
468750,-0.33295866506886185
476562,-0.42304779311165674
484375,-0.37784383228550844
492187,-0.5067447159958132
500000,-0.5438240282276929
507812,-0.40922065052718715
515625,-0.40753376592108737
523437,-0.4771137543345958
531250,-0.37825209788900693
539062,-0.27882763757148155
546875,-0.2679699640073494
554687,-0.2706341595659705
562500,-0.3675882511107815
570312,-0.45905315352018405
578125,-0.3637259520118974
585937,-0.3495734781338058
593750,-0.356568423062706
601562,-0.44594909004468697
609375,-0.5435827088405496
617187,-0.5174102592066419
625000,-0.48808250434601597
632812,-0.3505837271540404
640625,-0.2977861385969902
648437,-0.268118673077014
656250,-0.3329734347318727
664062,-0.34347167920401134
671875,-0.3970791666683908
679687,-0.4295461626609356
687500,-0.4532203874494858
695312,-0.4364669166723072
703125,-0.37335009952114007
710937,-0.36314377647972584
718750,-0.3049604596531257
726562,-0.3524700075999263
734375,-0.36500978275706686
742187,-0.2617250714428909
750000,-0.3069372040227343
757812,-0.4344262782062245
765625,-0.35149887439793304
773437,-0.43788986870069735
781250,-0.3696405039752886
789062,-0.35904348678243814
796875,-0.3909937980823468
804687,-0.3516915456623515
812500,-0.39528599829461264
820312,-0.42893139674967706
828125,-0.3446899514113895
835937,-0.34240275948725873
843750,-0.3325560899121385
851562,-0.37072088379088974
859375,-0.40490688100039485
867187,-0.3604485738229819
875000,-0.37372820758878866
882812,-0.4156450109693459
890625,-0.38201291722457853
898437,-0.4060557495364403
906250,-0.38546785009315165
914062,-0.39002410224796513
921875,-0.409113607975895
929687,-0.3253902099669581
937500,-0.361341515712585
945312,-0.3082501239441786
953125,-0.3803219179750297
960937,-1.1545492154203316
968750,1.1365969845746537
976562,0.1437249780461194
984375,-0.724585477649585
992187,-1.076823370782595
1000000,-0.081956305766969
1007812,0.026674967147227946
1015625,-0.6926128084999448
1023437,-0.32561589066290075
1031250,-0.18543873219920748
1039062,-0.3298651283819005
1046875,-0.4412480159611256
1054687,-0.39523324480886757
1062500,-0.47612473059853144
